avg_speed,ECM_conc,Cell_type
0.21208647315694457,2mgmL,Panc_only
0.25470974828522225,2mgmL,Panc_only
0.2878111108238713,2mgmL,Panc_only
0.1923479647492131,2mgmL,Panc_only
0.24110361124221744,2mgmL,Panc_only
0.3337904609058109,2mgmL,Panc_only
0.271879762,2mgmL,Panc_only
0.2603624874358764,2mgmL,Panc_only
0.2643032440214175,2mgmL,Panc_only
0.20625146367239244,2mgmL,Panc_only
0.19190092104270676,2mgmL,Panc_only
0.266313324,2mgmL,Panc_only
0.2945009227083556,2mgmL,Panc_only
0.20274892250318266,2mgmL,Panc_only
0.1819848421166904,2mgmL,Panc_only
0.2435547393076003,2mgmL,Panc_only
0.30178786561131776,2mgmL,Panc_only
0.19334046307503078,2mgmL,Panc_only
0.19490802646299046,2mgmL,Panc_only
0.24390675029034786,2mgmL,Panc_only
0.2522855979095246,2mgmL,Panc_only
0.3202814940371951,2mgmL,Panc_only
0.23570000671586153,2mgmL,Panc_only
0.24548024436377167,2mgmL,Panc_only
0.19404578760924857,2mgmL,Panc_only
0.26508766591434535,2mgmL,Panc_only
0.2742894687360627,2mgmL,Panc_only
0.2060877916604306,2mgmL,Panc_only
0.21526236583476432,2mgmL,Panc_only
0.2583181351579299,2mgmL,Panc_only
0.2842765658369809,2mgmL,Panc_only
0.17983364618208408,2mgmL,Panc_only
0.20649281933052724,2mgmL,Panc_only
0.2465054311705274,2mgmL,Panc_only
0.23379856677909583,2mgmL,Panc_only
0.3392611860076154,2mgmL,Panc_only
0.22507356124567224,2mgmL,Panc_only
0.26652431183826664,2mgmL,Panc_only
0.2584038932141596,2mgmL,Panc_only
0.24387598907109317,2mgmL,Panc_only
0.29352328688751983,2mgmL,Panc_only
0.22138889947234092,2mgmL,Panc_only
0.2545603502021051,2mgmL,Panc_only
0.2089945907985337,2mgmL,Panc_only
0.2321002420373445,2mgmL,Panc_only
0.27674160885380406,2mgmL,Panc_only
0.17660086556469884,2mgmL,Panc_only
0.2533179580807444,2mgmL,Panc_only
0.29831261391451924,2mgmL,Panc_only
0.23169455863963911,2mgmL,Panc_only
0.1975517657653126,2mgmL,Panc_only
0.22835991338855033,2mgmL,Panc_only
0.22933233376985784,2mgmL,Panc_only
0.23597465371771303,2mgmL,Panc_only
0.2578405280820644,2mgmL,Panc_only
0.334635649,2mgmL,Panc_only
0.21537990876289145,2mgmL,Panc_only
0.2652796790553722,2mgmL,Panc_only
0.2656777497008286,2mgmL,Panc_only
0.19978094226467108,2mgmL,Panc_only
0.25621112841569954,2mgmL,Panc_only
0.1731249656883223,2mgmL,Panc_only
0.1936911016892137,2mgmL,Panc_only
0.14193843845614712,2mgmL,Panc_only
0.14024807456891442,2mgmL,Panc_only
0.2820649672182679,2mgmL,Panc_only
0.28523311452358197,2mgmL,Panc_only
0.1959713232179956,2mgmL,Panc_only
0.2774558296722724,2mgmL,Panc_only
0.28501190823789424,2mgmL,Panc_only
0.30754630272836503,2mgmL,Panc_only
0.19090637934153737,2mgmL,Panc_only
0.3008399640911064,2mgmL,Panc_only
0.28978891061029244,2mgmL,Panc_only
0.2801004489719233,2mgmL,Panc_only
0.2007314315828265,2mgmL,Panc_only
0.2881188777558239,2mgmL,Panc_only
0.29330945897999394,2mgmL,Panc_only
0.2970843905855937,2mgmL,Panc_only
0.19846051152394756,2mgmL,Panc_only
0.28087273254921785,2mgmL,Panc_only
0.296499618,2mgmL,Panc_only
0.31953780333391457,2mgmL,Panc_only
0.21525957906444976,2mgmL,Panc_only
0.2853364523152756,2mgmL,Panc_only
0.18056814460447154,2mgmL,Panc_only
0.23434490208212586,2mgmL,Panc_only
0.23521420653293396,2mgmL,Panc_only
0.2431940514590402,2mgmL,Panc_only
0.21558736771503093,2mgmL,Panc_only
0.2964406253742037,2mgmL,Panc_only
0.24820876231103167,2mgmL,Panc_only
0.22639262520062658,2mgmL,Panc_only
0.34758039917413946,2mgmL,Panc_only
0.27996002081082244,2mgmL,Panc_only
0.2224832041361418,2mgmL,Panc_only
0.2729324219434539,2mgmL,Panc_only
0.2905897378218755,2mgmL,Panc_only
0.32991067318689826,2mgmL,Panc_only
0.19818512765275093,2mgmL,Panc_only
0.28588820260309367,2mgmL,Panc_only
0.3805976883143875,2mgmL,Panc_only
0.20835395062283796,2mgmL,Panc_only
0.22566353430950806,2mgmL,Panc_only
0.22310898576723961,2mgmL,Panc_only
0.22830511091522876,2mgmL,Panc_only
0.16725383970545066,2mgmL,Panc_only
0.27865665843396487,2mgmL,Panc_only
0.31376912303399235,2mgmL,Panc_only
0.1899014205896141,2mgmL,Panc_only
0.2557393745633535,2mgmL,Panc_only
0.2906771667256548,2mgmL,Panc_only
0.292341898,2mgmL,Panc_only
0.22071223816524643,2mgmL,Panc_only
0.24485194498436885,2mgmL,Panc_only
0.18786305579723683,2mgmL,Panc_only
0.3136020502570986,2mgmL,Panc_only
0.27969011270668737,2mgmL,Panc_only
0.24350412301924979,2mgmL,Panc_only
0.25554141752516324,2mgmL,Panc_only
0.22985849162467958,2mgmL,Panc_only
0.3540609225187998,2mgmL,Panc_only
0.1967268536450962,2mgmL,Panc_only
0.21913571226425196,2mgmL,Panc_only
0.20956352750837676,2mgmL,Panc_only
0.22107254349766886,2mgmL,Panc_only
0.2574792652257703,2mgmL,Panc_only
0.18293055333634206,2mgmL,Panc_only
0.3401437327259273,2mgmL,Panc_only
0.2764332938024188,2mgmL,Panc_only
0.23405317738149578,2mgmL,Panc_only
0.2536014380031445,2mgmL,Panc_only
0.3151182550081948,2mgmL,Panc_only
0.2348791609213809,2mgmL,Panc_only
0.23873014736999668,2mgmL,Panc_only
0.2520498370532891,2mgmL,Panc_only
0.3715605067345362,2mgmL,Panc_only
0.23270744223101203,2mgmL,Panc_only
0.25062436984739334,2mgmL,Panc_only
0.253112357,2mgmL,Panc_only
0.2887046948913151,2mgmL,Panc_only
0.2827833152774635,2mgmL,Panc_only
0.17340005334294317,2mgmL,Panc_only
0.19677712353978816,2mgmL,Panc_only
0.263193435,2mgmL,Panc_only
0.23865028220966197,2mgmL,Panc_only
0.24421757931961516,2mgmL,Panc_only
0.21239210484032833,2mgmL,Panc_only
0.23745860425034931,2mgmL,Panc_only
0.28616651924914677,2mgmL,Panc_only
0.23300201078709143,2mgmL,Panc_only
0.2748516599526698,2mgmL,Panc_only
0.23812017402570684,2mgmL,Panc_only
0.27361647901914354,2mgmL,Panc_only
0.18787841600662653,2mgmL,Panc_only
0.22802509353316142,2mgmL,Panc_only
0.21978497240307715,2mgmL,Panc_only
0.21408883804788076,2mgmL,Panc_only
0.2700559881876582,2mgmL,Panc_only
0.26577647185409287,2mgmL,Panc_only
0.2709913131088791,2mgmL,Panc_only
0.2038492345408478,2mgmL,Panc_only
0.19633809473090116,2mgmL,Panc_only
0.3122188685829195,2mgmL,Panc_only
0.20711902715480282,2mgmL,Panc_only
0.28561752566863874,2mgmL,Panc_only
0.30391717855156364,2mgmL,Panc_only
0.5077566107354834,2mgmL,Panc_only
0.4420796066267112,2mgmL,Panc_only
0.29253123638706197,2mgmL,Panc_only
0.21511490568526473,2mgmL,Panc_only
0.24572903867486923,2mgmL,Panc_only
0.28216282188954434,2mgmL,Panc_only
0.20819338987389066,2mgmL,Panc_only
0.2717003255252691,2mgmL,Panc_only
0.27738656637772313,2mgmL,Panc_only
0.2433921210195687,2mgmL,Panc_only
0.26096186309845676,2mgmL,Panc_only
0.32422495245708755,2mgmL,Panc_only
0.20808100863305032,2mgmL,Panc_only
0.18597618961519738,2mgmL,Panc_only
0.20413517859558547,2mgmL,Panc_only
0.2513089070309843,2mgmL,Panc_only
0.25714354912498477,2mgmL,Panc_only
0.22637659605865473,2mgmL,Panc_only
0.23324129141433478,2mgmL,Panc_only
0.22571360433542167,2mgmL,Panc_only
0.26548608437712423,2mgmL,Panc_only
0.18134819424364756,2mgmL,Panc_only
0.23238488535719917,2mgmL,Panc_only
0.28639987567441527,2mgmL,Panc_only
0.30109490885196494,2mgmL,Panc_only
0.2092218650668251,2mgmL,Panc_only
0.20743618087602092,2mgmL,Panc_only
0.22068177423100294,2mgmL,Panc_only
0.2934255685929987,2mgmL,Panc_only
0.24184851946511454,2mgmL,Panc_only
0.2304363593098911,2mgmL,Panc_only
0.23278599228595803,2mgmL,Panc_only
0.2345923393360735,2mgmL,Panc_only
0.22617377850812134,2mgmL,Panc_only
0.21958544477003472,2mgmL,Panc_only
0.26938446580045683,2mgmL,Panc_only
0.25756423138039775,2mgmL,Panc_only
0.25754058925716106,2mgmL,Panc_only
0.3181139253034693,2mgmL,Panc_only
0.21962689987899645,2mgmL,Panc_only
0.28686514758359993,2mgmL,Panc_only
0.24035387339820588,2mgmL,Panc_only
0.25384231613353697,2mgmL,Panc_only
0.19427521005890053,2mgmL,Panc_only
0.22978510336071967,2mgmL,Panc_only
0.24728063016279073,2mgmL,Panc_only
0.23009198643027284,2mgmL,Panc_only
0.27544249822599015,2mgmL,Panc_only
0.2727619476547425,2mgmL,Panc_only
0.21757479372173347,2mgmL,Panc_only
0.26414521610311403,2mgmL,Panc_only
0.2841496411887163,2mgmL,Panc_only
0.28344537970056055,2mgmL,Panc_only
0.2014215322470229,2mgmL,Panc_only
0.2512190051493556,2mgmL,Panc_only
0.2419276364907655,2mgmL,Panc_only
0.17737043231336658,2mgmL,Panc_only
0.2511591189868579,2mgmL,Panc_only
0.3012553050266956,2mgmL,Panc_only
0.23514777872058787,2mgmL,Panc_only
0.29734888936275705,2mgmL,Panc_only
0.19557796977310263,2mgmL,Panc_only
0.1881055407831109,2mgmL,Panc_only
0.24467284217298854,2mgmL,Panc_only
0.2166276020678556,2mgmL,Panc_only
0.24081072110651025,2mgmL,Panc_only
0.263149988,2mgmL,Panc_only
0.27878908618515663,2mgmL,Panc_only
0.31232180631488043,2mgmL,Panc_only
0.23337915757266298,2mgmL,Panc_only
0.3020623628626798,2mgmL,Panc_only
0.1838886217500895,2mgmL,Panc_only
0.24872541861186487,2mgmL,Panc_only
0.23219449640107692,2mgmL,Panc_only
0.22638077770328136,2mgmL,Panc_only
0.18346045489122276,2mgmL,Panc_only
0.1912212109152096,2mgmL,Panc_only
0.2504786118461938,2mgmL,Panc_only
0.2304653131000188,2mgmL,Panc_only
0.23662601454477622,2mgmL,Panc_only
0.17440783594062437,2mgmL,Panc_only
0.26589836669153344,2mgmL,Panc_only
0.22462385079057637,2mgmL,Panc_only
0.22775841573146738,2mgmL,Panc_only
0.27053417864567725,2mgmL,Panc_only
0.3055183063875318,2mgmL,Panc_only
0.238146859,2mgmL,Panc_only
0.2943048266851477,2mgmL,Panc_only
0.18850880944641962,2mgmL,Panc_only
0.23115022178435213,2mgmL,Panc_only
0.22253159136359008,2mgmL,Panc_only
0.22899376840166102,2mgmL,Panc_only
0.24271579329694282,2mgmL,Panc_only
0.29707727250376825,2mgmL,Panc_only
0.23185901688868532,2mgmL,Panc_only
0.2761434545669404,2mgmL,Panc_only
0.19563134227388854,2mgmL,Panc_only
0.24179008116608758,2mgmL,Panc_only
0.23325541171319258,2mgmL,Panc_only
0.22990859857942883,2mgmL,Panc_only
0.2579970274389821,2mgmL,Panc_only
0.32042190670869575,2mgmL,Panc_only
0.2412224855798079,2mgmL,Panc_only
0.2838014748475654,2mgmL,Panc_only
0.21467558792215197,2mgmL,Panc_only
0.2594628460301045,2mgmL,Panc_only
0.26532518366694535,2mgmL,Panc_only
0.24328601,2mgmL,Panc_only
0.2713839196340184,2mgmL,Panc_only
0.21557519266858732,2mgmL,Panc_only
0.28609806512991875,2mgmL,Panc_only
0.2213481719270461,2mgmL,Panc_only
0.29725363907991315,2mgmL,Panc_only
0.23303061783672846,2mgmL,Panc_only
0.30839144396521845,2mgmL,Panc_only
0.2233381760445286,2mgmL,Panc_only
0.29408480946353555,2mgmL,Panc_only
0.19853143821594632,2mgmL,Panc_only
0.2585266103547552,2mgmL,Panc_only
0.22902454271845013,2mgmL,Panc_only
0.24926630558677992,2mgmL,Panc_only
0.2052068733412098,2mgmL,Panc_only
0.24952505904066644,2mgmL,Panc_only
0.19591838553330274,2mgmL,Panc_only
0.24789533672811773,2mgmL,Panc_only
0.17318850209658368,2mgmL,Panc_only
0.2376748373303395,2mgmL,Panc_only
0.21297467014578447,2mgmL,Panc_only
0.21397604392465347,2mgmL,Panc_only
0.25039597319885964,2mgmL,Panc_only
0.2797892386639275,2mgmL,Panc_only
0.20321294292661377,2mgmL,Panc_only
0.2530652790684761,2mgmL,Panc_only
0.2598416711353875,2mgmL,Panc_only
0.2919270891502055,2mgmL,Panc_only
0.23628093086666108,2mgmL,Panc_only
0.30521642771739155,2mgmL,Panc_only
0.17822521288401652,2mgmL,Panc_only
0.23076866376513747,2mgmL,Panc_only
0.22812595001155128,2mgmL,Panc_only
0.2111850729559146,2mgmL,Panc_only
0.2378904288282541,2mgmL,Panc_only
0.31217646327063464,2mgmL,Panc_only
0.22329561804664705,2mgmL,Panc_only
0.25510473261163924,2mgmL,Panc_only
0.32068014342907636,2mgmL,Panc_only
0.25025376564365887,2mgmL,Panc_only
0.31474123236769735,2mgmL,Panc_only
0.1567093319789194,2mgmL,Panc_only
0.22361235291831322,2mgmL,Panc_only
0.2611296262547082,2mgmL,Panc_only
0.16280275248909906,2mgmL,Panc_only
0.14324863226782103,2mgmL,Panc_only
0.209316316,2mgmL,Panc_only
0.2314026566295624,2mgmL,Panc_only
0.16049348441668837,2mgmL,Panc_only
0.19504330484481808,2mgmL,Panc_only
0.24094339393954703,2mgmL,Panc_only
0.25222394896812084,2mgmL,Panc_only
0.23258527964047868,2mgmL,Panc_only
0.29128725837109987,2mgmL,Panc_only
0.24096039785148005,2mgmL,Panc_only
0.2004896989469811,2mgmL,Panc_only
0.20823891647363957,2mgmL,Panc_only
0.2456719892490257,2mgmL,Panc_only
0.33984533271536965,2mgmL,Panc_only
0.2641937932604057,2mgmL,Panc_only
0.28763167777506454,2mgmL,Panc_only
0.26790071349419836,2mgmL,Panc_only
0.3155719480163678,2mgmL,Panc_only
0.2547223636886299,2mgmL,Panc_only
0.28961723370149506,2mgmL,Panc_only
0.24400328709212588,2mgmL,Panc_only
0.3366132534519102,2mgmL,Panc_only
0.25908941536035085,2mgmL,Panc_only
0.2623166036135597,2mgmL,Panc_only
0.2571480774756866,2mgmL,Panc_only
0.2970327547316356,2mgmL,Panc_only
0.205036808,2mgmL,Panc_only
0.2506202212354742,2mgmL,Panc_only
0.29982742015915537,2mgmL,Panc_only
0.1918674733110313,2mgmL,Panc_only
0.17783306057011783,2mgmL,Panc_only
0.2508450777485719,2mgmL,Panc_only
0.2952622037804682,2mgmL,Panc_only
0.20805935718443544,2mgmL,Panc_only
0.18130206538512064,2mgmL,Panc_only
0.25789495749297353,2mgmL,Panc_only
0.21701459456284944,2mgmL,Panc_only
0.32185422368755096,2mgmL,Panc_only
0.20999654230231432,2mgmL,Panc_only
0.24592122676340966,2mgmL,Panc_only
0.18390242783620456,2mgmL,Panc_only
0.22576179041831573,2mgmL,Panc_only
0.20464920054016242,2mgmL,Panc_only
0.2615993523400855,2mgmL,Panc_only
0.3280306450069809,2mgmL,Panc_only
0.25297620937061316,2mgmL,Panc_only
0.2715436575417499,2mgmL,Panc_only
0.19706763407486888,2mgmL,Panc_only
0.2623533659517373,2mgmL,Panc_only
0.42598192758858994,2mgmL,Panc_only
0.18633598053046738,2mgmL,Panc_only
0.3718334000128182,2mgmL,Panc_only
0.4904750514875861,2mgmL,Panc_only
0.19064654896556277,2mgmL,Panc_only
0.25624766301017166,2mgmL,Panc_only
0.28498005763569323,2mgmL,Panc_only
0.18766529225529371,2mgmL,Panc_only
0.2456348713987518,2mgmL,Panc_only
0.2760426577419161,2mgmL,Panc_only
0.34010544517806085,2mgmL,Panc_only
0.18509042077356525,2mgmL,Panc_only
0.22697772391750676,2mgmL,Panc_only
0.2762205415094783,2mgmL,Panc_only
0.18734346485669823,2mgmL,Panc_only
0.2509357847340338,2mgmL,Panc_only
0.3170393406204643,2mgmL,Panc_only
0.23341022186005192,2mgmL,Panc_only
0.26093276680802086,2mgmL,Panc_only
0.2677855593926926,2mgmL,Panc_only
0.32253085580483715,2mgmL,Panc_only
0.24074554244291155,2mgmL,Panc_only
0.33964534974805277,2mgmL,Panc_only
0.25469310020041275,2mgmL,Panc_only
0.31734982068913664,2mgmL,Panc_only
0.2500900949179689,2mgmL,Panc_only
0.25323916381133155,2mgmL,Panc_only
0.19654386136395857,2mgmL,Panc_only
0.25998673990467375,2mgmL,Panc_only
0.299200763,2mgmL,Panc_only
0.1964787683313172,2mgmL,Panc_only
0.2447536299538365,2mgmL,Panc_only
0.32183230816170155,2mgmL,Panc_only
0.23621818108942141,2mgmL,Panc_only
0.27678106888350923,2mgmL,Panc_only
0.20372379218422898,2mgmL,Panc_only
0.2827432295784956,3mgmL,Panc_only
0.2626238807073681,3mgmL,Panc_only
0.23905079842691648,3mgmL,Panc_only
0.26168680853018855,3mgmL,Panc_only
0.2696434621496015,3mgmL,Panc_only
0.25981838680067815,3mgmL,Panc_only
0.2286961829400437,3mgmL,Panc_only
0.45134094078230885,3mgmL,Panc_only
0.25694017697360755,3mgmL,Panc_only
0.2798002237044644,3mgmL,Panc_only
0.24715678179827222,3mgmL,Panc_only
0.24938769184400197,3mgmL,Panc_only
0.2524000382569499,3mgmL,Panc_only
0.29513360005976497,3mgmL,Panc_only
0.33809823052006927,3mgmL,Panc_only
0.2660022568499977,3mgmL,Panc_only
0.21160660020678135,3mgmL,Panc_only
0.23752735496819444,3mgmL,Panc_only
0.3028328321957009,3mgmL,Panc_only
0.2654998761273641,3mgmL,Panc_only
0.2894841506798659,3mgmL,Panc_only
0.3027169389489288,3mgmL,Panc_only
0.24260962573719524,3mgmL,Panc_only
0.2660676105728921,3mgmL,Panc_only
0.2185268283651149,3mgmL,Panc_only
0.26376580509461844,3mgmL,Panc_only
0.31373734616166715,3mgmL,Panc_only
0.2440009844452094,3mgmL,Panc_only
0.24351938780796883,3mgmL,Panc_only
0.2759792955852398,3mgmL,Panc_only
0.3449781238203907,3mgmL,Panc_only
0.25496937704039435,3mgmL,Panc_only
0.2279001473760335,3mgmL,Panc_only
0.2790744253051235,3mgmL,Panc_only
0.3153714500837931,3mgmL,Panc_only
0.28090443676746724,3mgmL,Panc_only
0.24138688684022883,3mgmL,Panc_only
0.27071998234421896,3mgmL,Panc_only
0.3226134136153577,3mgmL,Panc_only
0.2625501431938531,3mgmL,Panc_only
0.22671475271530328,3mgmL,Panc_only
0.2636750525541776,3mgmL,Panc_only
0.29028146019146556,3mgmL,Panc_only
0.1871022063288878,3mgmL,Panc_only
0.2791607849033446,3mgmL,Panc_only
0.3130626612115135,3mgmL,Panc_only
0.23968499396447357,3mgmL,Panc_only
0.28176928547937846,3mgmL,Panc_only
0.33569528084111727,3mgmL,Panc_only
0.2618088104262414,3mgmL,Panc_only
0.246537097,3mgmL,Panc_only
0.2944694055023813,3mgmL,Panc_only
0.33277185366583156,3mgmL,Panc_only
0.26427586,3mgmL,Panc_only
0.25124893386085934,3mgmL,Panc_only
0.2949948109342936,3mgmL,Panc_only
0.329292266,3mgmL,Panc_only
0.2726415685968304,3mgmL,Panc_only
0.27311047206806743,3mgmL,Panc_only
0.2901605564461707,3mgmL,Panc_only
0.24703583427107229,3mgmL,Panc_only
0.27007582052013074,3mgmL,Panc_only
0.25945587004883697,3mgmL,Panc_only
0.3072345317583196,3mgmL,Panc_only
0.24208548951124395,3mgmL,Panc_only
0.2663852649032327,3mgmL,Panc_only
0.282793252,3mgmL,Panc_only
0.29208375670645415,3mgmL,Panc_only
0.2443990767920768,3mgmL,Panc_only
0.2515393470949594,3mgmL,Panc_only
0.2882951410086781,3mgmL,Panc_only
0.24740915727923288,3mgmL,Panc_only
0.23664092473420878,3mgmL,Panc_only
0.24029120876045068,3mgmL,Panc_only
0.2897373260423353,3mgmL,Panc_only
0.3270523847413465,3mgmL,Panc_only
0.2557935411307279,3mgmL,Panc_only
0.22834598426843095,3mgmL,Panc_only
0.26630370462763475,3mgmL,Panc_only
0.28810206929636994,3mgmL,Panc_only
0.24510559039440682,3mgmL,Panc_only
0.25719749566816696,3mgmL,Panc_only
0.24668330533889563,3mgmL,Panc_only
0.28695441870519184,3mgmL,Panc_only
0.3226645003372818,3mgmL,Panc_only
0.265936294,3mgmL,Panc_only
0.2728300010368847,3mgmL,Panc_only
0.2969376990384628,3mgmL,Panc_only
0.2514548721136556,3mgmL,Panc_only
0.2658823580444168,3mgmL,Panc_only
0.27360894672433234,3mgmL,Panc_only
0.31885361208978724,3mgmL,Panc_only
0.2507636996041815,3mgmL,Panc_only
0.2511786449868913,3mgmL,Panc_only
0.3207041198888278,3mgmL,Panc_only
0.2820589187505762,3mgmL,Panc_only
0.31425524440400743,3mgmL,Panc_only
0.2586240033805146,3mgmL,Panc_only
0.26498510495477906,3mgmL,Panc_only
0.24578186286658518,3mgmL,Panc_only
0.27735833515314734,3mgmL,Panc_only
0.303267533,3mgmL,Panc_only
0.2824872911703979,3mgmL,Panc_only
0.3136786646344345,3mgmL,Panc_only
0.23122129187456492,3mgmL,Panc_only
0.2599649490523041,3mgmL,Panc_only
0.28329576865222256,3mgmL,Panc_only
0.29889313412463625,3mgmL,Panc_only
0.2649594198651168,3mgmL,Panc_only
0.2796502755237284,3mgmL,Panc_only
0.23673005581067627,3mgmL,Panc_only
0.27097780272284056,3mgmL,Panc_only
0.3342694486491279,3mgmL,Panc_only
0.2685393069949006,3mgmL,Panc_only
0.2649454225043411,3mgmL,Panc_only
0.2136196434137077,3mgmL,Panc_only
0.25020171218682496,3mgmL,Panc_only
0.306465602,3mgmL,Panc_only
0.24652262266002797,3mgmL,Panc_only
0.20125714662027638,3mgmL,Panc_only
0.23086935158228253,3mgmL,Panc_only
0.2204401643637391,3mgmL,Panc_only
0.17710714207898234,3mgmL,Panc_only
0.25080563037743997,3mgmL,Panc_only
0.22236922671056997,3mgmL,Panc_only
0.1996565397846576,3mgmL,Panc_only
0.2265706843852681,3mgmL,Panc_only
0.30023465585647535,3mgmL,Panc_only
0.31222773981686675,3mgmL,Panc_only
0.2545859880156224,3mgmL,Panc_only
0.25484907376055216,3mgmL,Panc_only
0.2487735662654193,3mgmL,Panc_only
0.262160975,3mgmL,Panc_only
0.29377053434729794,3mgmL,Panc_only
0.2759996783325023,3mgmL,Panc_only
0.2447162016847087,3mgmL,Panc_only
0.2699295978276076,3mgmL,Panc_only
0.3222312360134657,3mgmL,Panc_only
0.24259228295174973,3mgmL,Panc_only
0.276608735,3mgmL,Panc_only
0.31581681731816613,3mgmL,Panc_only
0.25415876069384874,3mgmL,Panc_only
0.2759753485184905,3mgmL,Panc_only
0.2851274203703785,3mgmL,Panc_only
0.31329426731820575,3mgmL,Panc_only
0.26566412823658203,3mgmL,Panc_only
0.25359243537159964,3mgmL,Panc_only
0.2708642955150634,3mgmL,Panc_only
0.28970454962755327,3mgmL,Panc_only
0.2337422712856272,3mgmL,Panc_only
0.2544753256908928,3mgmL,Panc_only
0.20902356135162767,3mgmL,Panc_only
0.27187962220824435,3mgmL,Panc_only
0.32612813272417074,3mgmL,Panc_only
0.24443631699086427,3mgmL,Panc_only
0.27886424975323193,3mgmL,Panc_only
0.2580754271480994,3mgmL,Panc_only
0.2299151912564441,3mgmL,Panc_only
0.2661655353181397,3mgmL,Panc_only
0.29558450543637976,3mgmL,Panc_only
0.2851405061568172,3mgmL,Panc_only
0.22657898015495034,3mgmL,Panc_only
0.2524820008779955,3mgmL,Panc_only
0.2598352777324995,3mgmL,Panc_only
0.25654668034930306,3mgmL,Panc_only
0.26521254817712137,3mgmL,Panc_only
0.2583160719989425,3mgmL,Panc_only
0.3131725595961447,3mgmL,Panc_only
0.27094827738166416,3mgmL,Panc_only
0.2330815516664372,3mgmL,Panc_only
0.2684170518017895,3mgmL,Panc_only
0.30264921507556686,3mgmL,Panc_only
0.27440538581596374,3mgmL,Panc_only
0.2755986860443196,3mgmL,Panc_only
0.2730830943653078,3mgmL,Panc_only
0.217020437,3mgmL,Panc_only
0.29301584114447726,3mgmL,Panc_only
0.2962112517589435,3mgmL,Panc_only
0.22573576624382302,3mgmL,Panc_only
0.2665459410749055,3mgmL,Panc_only
0.3055663400997888,3mgmL,Panc_only
0.3304676222775774,3mgmL,Panc_only
0.27789753930594696,3mgmL,Panc_only
0.2791646076099219,3mgmL,Panc_only
0.28628682633326386,3mgmL,Panc_only
0.25004257710826705,3mgmL,Panc_only
0.23562581430194127,3mgmL,Panc_only
0.2524812284782235,3mgmL,Panc_only
0.363389333,3mgmL,Panc_only
0.2648906381634196,3mgmL,Panc_only
0.2347758416561943,3mgmL,Panc_only
0.30268940757076945,3mgmL,Panc_only
0.2938690735847725,3mgmL,Panc_only
0.27463988401255185,3mgmL,Panc_only
0.26567913022051404,3mgmL,Panc_only
0.27544188591885393,3mgmL,Panc_only
0.2987551356297236,3mgmL,Panc_only
0.29542372052179855,3mgmL,Panc_only
0.23948648978290196,3mgmL,Panc_only
0.27002918457625696,3mgmL,Panc_only
0.2711192709144125,3mgmL,Panc_only
0.2574327141236245,3mgmL,Panc_only
0.28454462633651134,3mgmL,Panc_only
0.25872055786238835,3mgmL,Panc_only
0.2511233160860731,3mgmL,Panc_only
0.35683022932679614,3mgmL,Panc_only
0.25498622137003635,3mgmL,Panc_only
0.2688052778775244,3mgmL,Panc_only
0.2784975676661133,3mgmL,Panc_only
0.2855206310220543,3mgmL,Panc_only
0.2952827856330465,3mgmL,Panc_only
0.26781764873391206,3mgmL,Panc_only
0.30073155558476145,3mgmL,Panc_only
0.3390197892399912,3mgmL,Panc_only
0.26327784024505885,3mgmL,Panc_only
