0: 2023
85: 1919,1147,404,810,626,1468
86: 1361,842,372,1452,1027,107,1202
87: 1540,1315,1937,1650,837,1235,714,1365
88: 1073,786,2016,1694,1128,1237,1278
89: 291,450,45,115,316,1684
90: 1966,396,1244,1368,198,1493,869,677,357,1525,736
91: 740,1296,711,1247,1292,832,1989
92: 1059,1572,686,1811,884,1902,1044,1144
93: 1717,470,1652,551,921,1154
94: 1832,324,312,30,1793,1329
95: 2001,314,1180,1669,1732,485,1353,1283,1328
96: 126,907,1464,310,458,1523,81,881
97: 35,1034,723,1141,1030,1553,1764
98: 250,1360,1666,1502,853,1682,528,208,1411,1252
99: 366,1113,552,323,331,1829,297,418,1164,1355
100: 1682,1731,1324,694,825,1666,1877,208,1548
101: 1954,733,768,1995,1008,621,1298,389,2017
102: 1891,1858,1222,343,847,1406,1499
103: 1827,1191,857,1227,243,1744,880,122
104: 1895,106,896,835,1387,286,1749,1046,2021,779,1680
105: 219,1533,1004,440,477,1259
106: 1895,104,274,970,1387,286,1982,1680,1006
107: 727,1027,935,455,1452,842,86
108: 389,2017,119,1656,1764,1195,709,1374
109: 1972,1397,705,836,941,1470,583,1520,291
110: 547,770,1875,952,497,1121,543,877,464
111: 212,817,564,1878,843,1410,1232
112: 873,351,931,309,948,1443,593
113: 1268,669,393,55,481,1917
114: 2018,1192,149,1741,1545,246,645,1469
115: 306,1884,316,45,1630,291,89
116: 1610,1926,1602,517,424,1339,1048,720,1856
117: 59,992,576,1410,1782,1232,966
118: 1662,1287,218,1056,1070
119: 389,108,2017,1656,253,1888,1416,709,1374
120: 903,789,499,1377,1489,1146
121: 923,1675,1535,84,717,975,1887
122: 196,149,1883,243,103,857,1369
123: 1361,372,1320,54,1763,176,1508
124: 1804,1785,849,462,1671
125: 1979,772,411,254,295,1882,270,1571,230
126: 1728,1464,96,14,748,494,1509,458
127: 1996,159,972,2006,136,82
128: 303,1828,231,548,826,1116
129: 1758,1176,1564,541,1934,997
130: 734,826,1575,1166,1116,1615,44,1567
131: 846,1592,1660,380,1340,780,1129,1472
132: 1067,164,1826,975,1389,1077,1805
133: 1906,623,951,699,1782,576,425
134: 1470,1520,1981,1585,341,1725,941
135: 350,1318,1025,361,403,342,1909,456
136: 1422,2006,783,1817,972,127
137: 1888,1150,1416,853,1682,1731,528
138: 1872,1737,763,707,325
139: 1523,81,1768,508,870,1326,388
140: 1171,746,602,170,1713,1557,1824,1833
141: 562,955,1636,876,1271,195,1820,719,371,1033,1701
142: 595,1383,588,297,1932,441,1890,611,501,418,1649,1829
143: 960,718,1600,39,1644,529,1170
144: 1730,1902,1144,1994,1463,1289,392
145: 1288,809,910,1382,1157,1985,1380,1017,729,1907,1750
146: 1115,1909,1177,350,942,1486
147: 696,26,806,1134,1449,2000,302
148: 1269,1692,518,221,1645,1623,247,557,1105,69
149: 2018,196,114,122,1369,1741,1545
150: 690,194,223,840,318,823,1648
151: 723,1141,1767,1030,1617,225,1297,1435,50
152: 802,175,1359,192,1104,985,994,693
153: 524,289,1242,1496,482,998,769,946
154: 1238,957,415,1096,1975,742,347,1486,1180
1991: 937,938,502,878,1039,764,1087
156: 1815,1111,169,512,515,468,1168,1100
157: 703,961,414,1539,49,1427
158: 883,1483,1100,1209,1864,568,1385
159: 926,1996,127,82,540,1287
160: 28,220,1401,1346,1799,1646,1686
161: 1103,638,1769,1390,1376,1156,1667
162: 697,405,339,1403,1186,206,1537
163: 1080,1905,509,1670,1429,333
164: 1067,132,454,444,1826,975
165: 1021,46,1331,73,1293,1260,1009
166: 773,731,1321,241,700,660,934,1375,269
167: 797,1008,621,236,912,1566,460,866
168: 12,38,533,688,1580,1856,903
169: 1815,67,1111,238,1774,156,319,759
170: 754,1722,796,1341,1444,1557,1218,1824,140
171: 1653,1763,839,257,1704,1143,421
172: 577,967,1690,1691,940,722
2005: 301,443,906,1830,782,1719,278
174: 1215,680,1208,305,550,288,1197,2012
175: 802,1359,152,192,332,994,693
176: 1942,1230,1508,428,123,54,1653,1763,839
2009: 589,264,875,1426,737,48,790,747
178: 249,1510,1624,1330,1081,180,1796,368
179: 225,1297,398,1987,368,1139,252,180,2003
180: 1479,1574,1796,178,1081,179,398,368
181: 1481,1675,1740,1343
182: 1494,226,262,889,639,1013,811
183: 1216,77,1210,1234,376,624
184: 1777,763,1624,1872,650,1084,1796
185: 1964,994,549,399,1496,1753,769,1679,404
186: 1032,719,1047,1256,1118,1930
187: 490,1526,1614,195,506,1601,501,999
188: 1848,338,2,774,1089,1547,1597,987
189: 516,362,925,1908,1425
190: 1644,71,1712,431,2014,1518,1060,1170,1179
191: 1114,2008,1498,334,1606,393,55,1917
192: 242,1371,280,52,1886,175,1359,152,1104,985
193: 1736,1766,694,1650,1424,466,1678,356,1345
194: 1779,1357,690,223,150,823,1648,249,1330,1746,1755
195: 141,562,876,1271,1431,1033,2019,1526,187,506
196: 200,2018,1192,149,618,122,857,68
197: 1188,1148,573,1207,1801,1370
198: 1966,1368,90,216,1493,1380,1017,1038
199: 447,1204,1277,777,1152,886
200: 2018,1192,196,618,1363,857,1831,781,68
201: 70,475,1389,1077,1053,1805,1189,1853
202: 1553,1656,1764,409,479,604,1374,1818,1500
203: 1549,435,1456,1414,1290,412,1840
204: 1626,1635,1290,919,382,346,1549
205: 300,1706,978,776
206: 1961,900,1186,405,162,905
207: 948,617,755,1193,869,1922,949
208: 1877,1548,100,1682,98,1666,1411,46
1968: 657,1059,1819,686,1433,614,750,578
210: 863,592,493,1309,1790,1261,64,1913
2017: 389,108,119,871,1298,101,733,1195
212: 111,817,564,1440,439,1348,977,843
213: 1485,324,812,30,1693,1879,1892,1092
214: 1999,841,1698,1791,336,854,1847
215: 229,1631,677,1231,357,948,617,351
216: 1050,66,1616,805,1038,1368,198
217: 668,1775,1467,761,840,1233,1965,451
218: 1662,118,1031,1056,1153,713,1227
219: 1533,105,1806,467
220: 905,28,1537,1401,160,1346,668,488
221: 234,1443,593,1645,1623,247,309,1708,148
222: 1112,1874,1802,1904,715,1152,1277
223: 1779,690,194,150,451,1467,840,488,318
224: 1619,993,1674,1544,1835,1138,1362
225: 1297,179,398,1987,1139,1435,1767,151
226: 1494,870,182,262,908,1102,1394,566,326,639
227: 1825,1484,672,1567,232,1803,248,1715,678
228: 756,1688,1071,599,1718,947,1720,1168,1603
229: 1446,895,1631,215,1921,677,1231,357,701,61,351
230: 1107,1571,685,1619,1516,1979,125
231: 128,303,1516,548,826,1211,1107
232: 672,227,248,678,1702,1664,988
233: 1640,1333,603,943,1285,1184,1097,692,828,1562
234: 221,1443,1645,247,1860,1270,2013,309,1708
235: 1543,791,1697,1944,1365,1338,1266
236: 738,325,912,1566,460,866,797,167
237: 563,251,461,1955,1927,658
238: 67,169,1774,1992,319,478,47
239: 590,901,1262,1834,1471,859
240: 1565,433,904,1587,996,245,505
241: 166,1321,978,660,934,1019,1375,1916
242: 276,1371,280,192,1396,553,1104,1010,655
243: 273,1352,1883,1744,880,103,1369,122
244: 1310,712,1897,1475,1488,1482,615
245: 240,1565,1587,996,856,1857,75,1282
246: 1054,1545,799,666,114,645,1469
247: 221,234,1443,1645,671,629,1708,148,69
248: 914,1803,678,227,232,1702,988
249: 178,1510,1624,1596,823,1648,194,1330,1081
250: 98,1360,1502,479,853,765,528
251: 563,237,1241,1927
252: 1388,1755,1081,179,1987,368,1139,2003
253: 1424,625,1954,733,389,119,1150,1416,709
254: 772,411,125,295,1732,864,1185
255: 1188,1148,573,1446,1631,873,1924
256: 1507,1528,902,753,792,1385
257: 171,839,1591,1159,1704,850,1214
258: 53,601,602,1505,565
259: 1938,1894,867,795,1012,79
260: 499,790,1901,747,1339,264,1926,397,533,903
261: 1983,1924,1344,1024,555,1821
262: 1494,226,870,182,1326,388,639,508,1013,1843,1632,811
263: 1941,1302,1953,772,1211,1571,685,864
264: 589,2009,1339,1282,260,790
265: 1618,833,620,968,1255,1190,1974,1264
266: 321,1465,591,1578,1786,684
267: 1577,386,1430,675,745,522,492
268: 1936,976,1205,974,1319,1229,496,1419
269: 1550,745,530,773,166,636,700,386
270: 1809,1882,1362,1238,957,415,1096,314,411,125,295
271: 486,10,1036,1925,384,1939
1974: 1054,799,285,833,265,968,1255,1190,1264,1245
273: 1070,1352,1883,243,1744,349,452,813
274: 1895,106,970,1420,286,1982
275: 1200,1425,473,1243,855,2004
276: 242,1371,280,52,294,1396,1559
277: 916,878,927,598,831,938
278: 545,343,1366,815,782,2005,1830,1990,1798
279: 1911,525,1078,1963,545,1366,815
280: 242,276,1371,52,192,294,1789,1962,1559,1886
281: 1098,708,1558,1236,751,1542
282: 19,449,419,619,364,433,904
283: 344,1000,1530,1029,1980,1852,560
284: 1724,947,1584,1065,1668,932,1547,816,1688
285: 1741,991,1655,968,1054,1545,1974
286: 896,1387,1881,1588,1420,1895,106,104,274
287: 307,549,1582,1753,1919,1147,1512
288: 406,1197,954,2012,174,550,726,1187,958
289: 407,524,369,1242,153,1496,482,1201,399,1495
1969: 390,512,1992,515,1597,987,413
291: 89,450,741,1250,115,316,1684,109,705,836
292: 915,1521,673,1183,17,1085,1455,1831,1119
293: 29,1181,495,1101,894,1931
294: 1887,1064,1789,1962,1041,1559,276,280
295: 1979,411,254,125,1809,1882,270
296: 1229,496,436,1734,1913,1419,1898,1109
297: 595,142,1932,418,366,552,99,331,1829,1164,1355
298: 891,554,861,1184,1333,950
299: 830,427,1581,1113,552,323,930
300: 205,978,400,1375
301: 1198,443,2005,1830,1447,1837,1418
302: 1478,1156,1667,1781,696,26,147,1421
303: 128,532,1828,231,1211,829,1005
304: 2020,1633,431,2014,1060,1536,1213,1179
305: 1641,1208,1182,174,680,726,2012
306: 1884,665,115,316,1800,583,1946,836
307: 607,287,1773,897,693,549,1155,1582,1512
308: 416,1219,852,1721,674,737,1504
309: 112,351,948,1270,949,221,234,1443,593,1860
310: 1782,966,1509,458,96,881,1611
311: 1407,1841,861,1689,1246,1265,891
312: 1132,30,1793,94
2020: 1095,1633,431,2014,304,600,1536,1903
314: 95,1180,1669,1238,415,270,411
315: 1912,1838,590,1262,704,1490,777,715
316: 306,1884,115,583,291,89,836
317: 774,1089,1417,11,379,527,1897
318: 476,760,1965,451,840,223,150
319: 478,1079,1308,1992,515,987,169,238,1774,47
320: 561,750,41,578,1863,1196,1151,1040
321: 266,591,684,1477,1267,1923,785
322: 1967,1015,679,1099,484,1642,470,1738
323: 1113,552,99,1829,1710,1726,1616,930,299
324: 1485,94,1832,213,812,30,1892
325: 738,707,236,912,917,582,138,797
326: 1347,1900,639,908,1394,566,226
327: 1951,856,492,1977,522,544,996
328: 608,1998,1447,616,1082,1941,1302,535,1198
329: 965,1990,1891,1222
330: 1704,850,418,1649,1214,584,1355,421
331: 99,297,1355
332: 1408,834,1773,802,175,693
333: 1075,1258,1429,1554,758,1670,163
334: 401,1606,349,191,2008
335: 605,531,982,447,944,627,1131
336: 1849,1143,1263,1522,1851,1791,862,214,1999,480
337: 42,1896,1770,1409,762,1286,819,594
338: 1848,2,188,712,774,1089
339: 697,405,162,1984,1537,1709
340: 465,963,587,483,1230,735,1594
341: 1689,1585,1725,1013,889,134,1407
342: 1723,989,1473,403,1531,135,1025
343: 278,545,847,1366,815,1990,1798,102,1222
344: 283,1785,559,1000,1530,462,560,353
345: 645,1469,1475,1488,981,2018,1192,1363,1310
346: 382,1899,654,1626,204,1635
347: 742,766,154,415,1384,485,1180
348: 727,455,878,927,1378,831,784,937,938
349: 2008,452,334,273,1070
350: 135,1318,146,1909,456,1061,942
351: 112,873,931,309,948,229,1631,215
352: 504,1950,754,1341,1445,1127
353: 1042,1671,979,1274,559,344,1530,471,824
354: 1720,1603,1071,1718,1240,504,1950,1358
355: 1018,1846,1235,1640,1088,866,1008,828,1995
356: 1678,1345,1540,1650,1424,466,193,1736,1766
357: 677,1231,1525,1244,90,1922,948,617,229,215
358: 1579,879,1586,1062,402,888,1215,680,1871
359: 546,429,1316,721,732,1295,511
360: 653,1145,1935,1193,1350,949,1945
361: 21,403,1978,1801,135,1115,1909
362: 516,1125,189,1401,1686,1200,1425
363: 505,1759,416,469,875,737
364: 619,1248,19,282,433,904,505,1759
365: 928,1381,1939,10,1314,503,1480
366: 552,99,1829,297
367: 1864,568,1445,1127,1218,1503,1336,1305
368: 179,398,1987,178,1388,1081,252,180
369: 524,289,1242,482,1075,1258,487,419
370: 1404,63,1866,1651,1556,775
371: 703,961,827,1820,1032,141,1636,1735,611
372: 1361,842,86,123,1202,1320,54,1508
373: 1651,1594,1491,1556,1608,483,1303,1404
374: 1519,1750,1921,729,701,736,1659,1756,895
375: 36,919,382
376: 183,1210,1234,1027,1361,842,1607
377: 436,1734,1913,592,1790,1026,687,1703
378: 1869,1342,2015,1482,1093,867,79
379: 11,1524,1822,724,1065,1417,317,816
380: 131,846,1660,780,434,1256,990,1472
381: 1620,521,1438,664
382: 1899,346,375,919,204
383: 1855,1578,631,659
384: 1925,62,486,271
385: 1983,1924,557,873,931
386: 1842,1577,1430,267,636,269,745,1783
387: 13,925,1908,689,1295
388: 1494,262,1326,139,508,1632,811,1349
389: 108,2017,119,101,733,253,1416,709
390: 512,1969,515,413,599,1720,1168
391: 409,1850,1141,1030,1617,1553,490
392: 517,1289,1552,144,1994,1422
393: 1268,1606,669,113,55,1453,1221,191,1917
394: 653,1145,1935,1952,1091,1698,1436
395: 1673,1309,1513,1313,1823,863
396: 1966,1244,1368,90,66,427,1814,755,869
397: 1610,1926,260,499,1901,533,1856,903
398: 225,1297,179,1987,368,1574,180
399: 1201,655,1495,185,1964,985,289,1496,769,1679
400: 997,1375,1916,300,541
401: 1960,695,1453,1221,334,1606
402: 1062,888,643,1120,358,1579,1215,1871,1672
403: 361,21,1531,989,342,135,1025
404: 1753,998,769,185,85,1147,810,626
405: 162,339,206,905,1537,1709
406: 288,1197,954,726,932,1584,756,1688
407: 524,289,1242,758,1201,655,612,1495,1258
408: 9,1073,1894,2016,795
409: 391,1850,1030,1553,202,1506,1818,1500
410: 1424,466,625,1846,1870,1954,1315,1937,1650
411: 254,125,295,270,314,1669,1732
412: 1840,744,203,1290,1728,907
413: 1724,947,1547,599,390,1969,1597,987
414: 57,1784,1167,1539,793,157,49
415: 1238,154,957,347,270,314,1180
416: 308,469,1219,363,674,737
417: 1082,1273,767,1771,1198,443,906
418: 330,1704,850,1649,1214,595,1383,297,142,99,1355
419: 19,449,282,524,369,1242,482,487,946
2006: 1422,783,136,972,1602,127,1203,82,1794
421: 1143,1263,330,1704,1653,171,584,1851
422: 911,463,1276,1300,440,1259,1845
423: 1710,1023,1726,1601,1228,1220,1050
424: 75,1457,1339,1282,1048,517,720,1926,116
425: 1611,804,728,1782,133,699
426: 1014,648,1292,1989,580,16
427: 299,830,66,930,396,1368,1814,869
428: 176,1942,1230,735,1763,567,667
429: 546,1316,76,359,526,1973
430: 1952,854,1091,1546,1398,830,1581
431: 2020,1095,1633,2014,1518,304,1629,190,1179
2013: 1270,1350,1945,1868,1254,234,1708
433: 240,904,996,449,282,364,1977
434: 1301,1047,1256,990,1472,473,380,1167
435: 1549,203,1855,1456,1414,659,1840
436: 1734,1913,1419,377,296,496,1898,1051,1109
437: 596,571,613,808,56,695,1453
438: 1681,1028,1844,1436,841,1698
439: 1348,757,959,654,1635,212,1440
440: 1004,25,1058,105,422,463,1259
441: 1735,1890,611,827,537,491,1792,1383,588,142,1649,1214
442: 1019,1101,894,1706
443: 301,1198,2005,906,1082,417,1719
444: 1481,923,454,164,717,975
445: 1938,867,892,1342,2015,1807
446: 61,1756,1867,1659,1978,1801,1370
447: 199,1204,944,777,335,531,982
448: 1853,509,1137,1554,1049,1670
449: 19,282,419,544,487,1977,433,996
450: 291,89,741,1684,1789,1962,1886
451: 1233,1965,1775,1467,217,840,318,223
452: 349,1114,2008,273,1070,1352,1883,813
453: 896,835,1387,1474,1134,821,2000
454: 1481,444,164
455: 727,107,348,927,1378,937,938,1452
456: 1434,1982,1061,970,350,135,1318,1025,942
457: 520,1612,1188,1344,573,1207,555
458: 310,966,1509,748,126,1464,96,881
459: 489,983,627,1131,1613,605,2002
460: 1088,1063,866,1593,738,236,1566,1008,167
461: 563,237,591,1955,658,1267
462: 1839,849,945,560,1852,1785,344,124
463: 422,911,1300,25,440,1058,1126
464: 1638,877,543,110,497,1586
465: 963,587,340,483,1303,1705,1594,1556
466: 1424,625,410,1315,1650,356,193
467: 1806,43,577,1538,1691,477,219,1533
468: 1720,1168,1603,1011,512,156,883,1100
469: 416,1219,1248,1306,1747,1759,363
470: 93,1717,1738,322,652,1099,921,1154
471: 1106,551,824,1154,979,1042,353
472: 1687,558,891,606,603,950,1928,1889
473: 275,1399,1200,1243,434,990,1472,1167
2012: 288,1197,1208,1182,305,174,680,726
475: 70,1066,637,1389,1172,201,1077,1067,1189,1853
476: 318,823,760,1386,1648,1906,749
477: 1004,536,577,1691,467,1533,105
478: 319,1694,1079,238,1278,47
479: 604,1374,853,202,1888,1500,765,250
480: 628,956,1918,336,1522,1251,1999,841
481: 980,1917,1268,113,55
482: 524,289,369,1242,153,998,19,419,946,619
483: 465,340,1303,1705,1651,1594,373,1556,1404
484: 1492,1299,1642,322,1015,679,1738
485: 1384,1142,1353,1283,347,95,1180
486: 10,1036,271,384
487: 1441,1199,544,1075,369,449,419
488: 668,1467,840,220,1346,1779,690,223
489: 983,459,2002,1615,1140,1825,1484,44
490: 1526,1614,187,1617,50,391,1850,1003
491: 574,986,537,1792,441,1159,1214
492: 1356,1951,327,675,522,1577,1430,267
493: 210,863,592,1936,496,1913,1419
494: 817,564,1440,748,1626,1635,14,126,1509
495: 293,1400,29,1181,1101,1137
496: 1229,296,268,1936,976,493,1319,436,1913,1419
497: 770,110,1875,952,543,1638,464,879,1586
498: 608,858,1998,1447,1108,1418
499: 260,790,1901,747,397,1377,1016,903,120,1489
500: 1760,1881,1988,1588,647,687,1051,1745
501: 506,999,562,955,1890,187,142,1932
502: 937,1991,683,764,1087,1239
503: 1480,1961,10,1314,513,1381,365
504: 352,1950,1603,1011,354,883,1209,1445
505: 1759,363,364,240,904,1587,875
506: 501,999,562,955,1271,195,1526,187
507: 1285,1437,1184,897,607,1097,1155
508: 139,1768,262,1326,388,1632,1677,1349,1772,1392
509: 1137,448,1400,1670,1080,1714,163
510: 1885,1965,898,851,59,992,760,1386
511: 820,13,1295,546,721,359
512: 390,1969,1992,515,468,1168,1815,156
513: 1743,1314,503,1961,1186
514: 1949,1487,594,762,1286
515: 390,512,1969,1992,987,319,1815,1774,156
516: 362,1125,189,1709,1984,1908
517: 1289,392,1552,1857,1457,424,1048,1422,783,720,116
518: 1269,1692,148,663,1105,1163,1450
519: 35,1034,1976,650,1479,1574,871,1307
520: 457,1612,1752,555,957,1096,1975
521: 1438,995,1507,902,381,664
522: 1441,544,675,267,1951,327,492
523: 1076,1460,1153,713,38,1580,1257,1739
524: 407,289,369,1242,153,1496,482,419,946
525: 1911,1903,279,1536,1078,1213
526: 632,1973,429,1316
527: 1310,1897,920,1893,781,11,1089,317
528: 1682,1731,1888,137,853,250,98,1666
529: 1281,1748,1060,1170,1712,960,143
530: 1080,1714,1905,660,700,1550,269,1628
531: 335,982,1912,1052,777,447
532: 303,1828,65,661,1005,1873
533: 12,38,688,1580,168,1856,1610,1926,397,1602,260,903
534: 80,1087,1427,827,1735,574,1792
535: 829,1302,1953,1160,581,616,328
536: 1004,25,1542,477,577,1690,1098
537: 491,1792,441,595,1383,588,850,1649,1214
538: 979,565,1274,1967,652,824,1154
539: 1600,39,1322,779,1074,585,622
540: 82,1569,1794,159,1662,1287,1031
541: 129,1934,400,997,1916,731,579
542: 786,1012,79,1707,1093,1788
543: 1323,1121,887,877,464,110,952,497
544: 1441,1199,522,487,449,327,1977
545: 278,343,847,1406,1366,815,279,1765,1963
546: 429,1316,76,1165,721,359,511
547: 770,110,1875,952,682,1121,575,1461,1761
548: 826,1166,1674,1516,1107,128,231
549: 185,1964,994,693,307,287,1753,1147
550: 1534,1871,174,1215,288,1187,958
551: 1106,1652,471,921,824,1154,979,93
552: 366,1113,99,323,1829,297,1710,1164,299
553: 845,1001,1396,242,1010,612
554: 1841,861,2007,298,1437,1184,1333
555: 1024,1752,1344,573,261,520,457,1612
556: 1647,1737,1772,646,1332,738,707
557: 385,1983,931,1623,1269,148
558: 1687,472,891,1843,1632,1246,1265,1349,1772,1392,83,606
559: 1785,344,1530,1042,1671,353
560: 462,945,1852,283,1785,344
561: 614,750,1226,320,1196,1279,1169,1151
562: 141,955,1636,876,1271,195,1033,1890,506,501
563: 251,237,461,1465,591
564: 111,212,817,1440,748,494
565: 538,1274,258,1967,1505
566: 1102,744,1394,778,908,1347,326,639,226
567: 667,51,1251,862,1942,428,1337
568: 1209,1864,367,883,158,1528,1385,1336,1305,1770
569: 980,1729,620,1373
570: 671,629,1432,1868,1471,859,1933
571: 437,1453,1268,669
2000: 649,1749,1046,1134,835,1387,453,696,147
573: 1188,1148,1344,197,1207,255,457,1612,555
574: 986,491,1792,80,1087,534,1239
575: 953,1325,1461,547,1761
576: 851,59,992,117,1782,951,133
577: 172,1690,1691,467,536,477
578: 41,1863,1968,686,1902,750,320
579: 803,1783,731,636,541,1934
580: 1035,1016,16,426,648,1812,1354,1323
581: 1160,1123,829,1302,535,616,1971
582: 917,1872,1976,650,325,1084,1413
583: 1470,1520,1946,306,316,109,836
584: 1164,1958,1851,1791,1355,330,421,1263
585: 1074,638,1390,1046,2021,1322,779,539,1600
586: 1814,755,1193,869,1398,1091,1145
587: 465,963,340,1607,1210,1230,735
588: 595,1383,142,441,1890,611,537,1649
589: 264,2009,875,1587,1339,1282
590: 1126,901,239,1262,1300,704,315
591: 321,1465,266,563,461,1267
592: 210,493,1790,1261,1734,1913,1419,377,1026
593: 221,1443,1645,1623,112,931,309
594: 1949,514,337,1409,1492,1642,1286
595: 1383,588,297,142,537,850,418,1649,1355
596: 437,613,6,808
597: 1949,1487,1642,1717,1738
598: 277,916,878,1039,1973,1224
599: 228,1688,947,413,390,1720,1168
600: 1771,1328,1312,2020,1095,1536,1903
601: 53,258,1713,641,1090,746,602
602: 1658,1171,746,140,1713,53,258,601,1505
603: 1640,1333,233,943,950,472,606,1928,1088,1063,1889,1562
604: 479,1374,1656,202,1888,1500
605: 32,335,982,1613,1412,40,459,627,1131
606: 83,1593,1687,558,472,603,1063,1889
607: 307,1408,1773,897,507,1155,1582
608: 858,1998,1447,498,616,328,1971
609: 1426,674,832,1989,1504,1035,16
610: 1693,1879,1110,1423,698,1175
611: 1735,441,1890,371,955,1636,588,142
612: 1201,1010,655,553,845,758,407
613: 1136,6,743,798,808,596,437
614: 561,750,1226,657,1968,1458,1334,1433
615: 1093,1788,244,712,1482
616: 608,1998,328,1302,535,581,1971
617: 207,948,1244,755,1922,357,1525,215
618: 200,196,1191,857,17,673,1831,781,68,1119
619: 946,706,1248,364,482,19,282
620: 1618,833,265,1373,1729,569
621: 797,1008,167,912,866,1298,1413,101,768
622: 1644,71,1322,1589,539,39
623: 1906,951,133,749,699,752,1780
624: 27,1216,183,1234
625: 1424,466,253,410,1846,1954,733
626: 1747,818,1468,404,85,810,1306
627: 983,459,1131,605,335,944,1787,1140
628: 956,751,722,480,1522,51,1251,940
629: 671,1432,570,1708,1645,247,1105,1711,69
630: 1765,1852,60,1406,1839,1499,945
631: 1910,659,684,383,1578
632: 526,1973,916
633: 1338,33,1266,1517,818,1697,852,848,1178
634: 1803,1715,678,37,1742
635: 742,7,766,942,1434,1061,1384,1142
636: 773,731,269,745,1783,579,1842,386
637: 70,475,1172,1778,29,1853,1137
638: 1074,1103,1769,161,585,1390,984
639: 1347,1900,326,889,566,1494,226,182,262
640: 1936,976,1861,1823,863
641: 960,1090,53,601,838
642: 1327,1837,1990,1798,1194,965
643: 1062,402,888,1120,1898,1541,1579,1751,1109,1871
1982: 1434,456,970,106,274,1006
645: 1469,345,981,2018,1192,1363,114,246
646: 1677,1349,1772,1647,556,1332
647: 1760,1881,500,1988,1588,687,1703,34,1051
648: 1014,426,580,16,822,1323,887
649: 1749,1390,1046,2000,835,696,1667
650: 917,582,1872,1976,184,1479,1574,1084,1307,519
651: 1532,1563,1758,1564
652: 1967,679,1099,538,470,921,824,1154
653: 1145,394,1935,360,1698,1681,1436,1945
654: 1899,346,439,959,1635,1440
655: 1201,1104,1010,399,612,1495,242,1964,985,407
656: 1335,65,1664,1116,1828
657: 1059,1819,1968,1291,730,1433,614
