0: 2023
214: 1999,1698,1791,1263,336,854,1847
215: 1446,229,1631,1231,357,948,617,351
216: 1050,66,1616,930,805,1038,1368
217: 668,1467,761,840,1775,1233,1965,451
218: 1662,118,1031,1056,1153,713,1227
219: 1533,105,1806
220: 905,28,1537,1401,160,1346,668,488
221: 1623,1443,593,1645,247,1270,234,309,1708
222: 1112,1874,1802,1277,1904,715,1152
223: 1779,690,194,150,451,488,1467,840,318
224: 1619,993,1674,1138,1544,1835,1362,1979
225: 1297,398,1987,1139,1435,151,1767
226: 1494,182,870,908,1102,566,1394,326,639
227: 1825,1484,672,232,1803,1715,678
228: 756,1688,1071,1718,599,947,1720,1168
229: 1446,895,1631,215,1921,677,1231,357,701,61,351
230: 1107,1571,685,1516,1979,1619,125
231: 128,548,303,1828,826,1211,1107,1516
232: 672,1567,227,1803,988,678,1664,1702,248
233: 1640,1333,603,943,1285,1184,1097,692,1562
234: 1270,1350,1945,2013,309,221,1443,593,247,1708
235: 1543,791,1697,1944,1365,1266,1338
236: 738,707,325,1566,917,460,797,167,621,912,866
237: 1955,1927,658,461,563,251
238: 319,478,47,67,169,1774
239: 590,901,1262,1834,1471,859
240: 1565,433,904,996,1587,245,505
241: 166,1321,1916,660,934,978,1375
242: 276,1371,280,1396,553,612,1010,655,1104
243: 273,1352,1883,1744,880,103,122,1369
244: 1897,1310,712,1475,1488,1482,615
245: 240,1565,996,1587,75,1857
246: 1054,666,799,1545,114,645,1469
247: 221,1443,593,1645,234,671,629,1708,148,69
248: 918,232,914,1803,988,678,1702
249: 178,1510,1624,1596,823,1648,194,1330
250: 98,1360,1666,528,479,853,765,1502
251: 563,1241,1927,237
252: 179,398,1987,1388,1755,1081,1592,1139,2003
253: 1424,625,1954,733,389,119,709,1150,1416
254: 125,772,411,295,1732,864,1185
255: 1188,1148,573,1446,1631,873,1924
256: 1507,1528,902,753,792,1385
257: 171,839,1591,1159,1704,850,1214
258: 53,601,602,1505,565
259: 1938,1894,867,542,795,1012,79
260: 499,790,747,264,1339,1926,397,903
261: 385,1983,1924,1344,1024,555,1821
262: 1494,811,182,1326,639,388,1013,1843,1632,508
263: 1953,1941,1302,772,1211,1571,685,864
264: 589,2009,1339,875,1282,48,260,790
265: 1618,833,968,1264,1974,1190
266: 321,1465,591,684,1786,1578
267: 1550,269,745,636,522,386,1430,492
268: 1936,976,496,1205,1319,974,1229,1419
269: 1550,267,745,700,636,530,773,386
270: 1809,1362,1882,1238,957,415,1096,314,125,411,295
271: 486,10,1036,1939,1925,1314,384,365
1974: 1054,799,1190,285,833,265,968,1264,1245
273: 1070,1352,1883,243,1744,349,452,813
274: 1895,106,1588,970,1420,286,1982
275: 1200,473,1243,1425,855,2004
276: 242,1371,280,52,294,1396,1559
277: 878,927,598,916,831,938
278: 343,1366,782,1719,815,2005,1990,1798,1830
279: 525,815,1078,1213,1765,1963,1454,545,1366
280: 242,276,1371,52,1962,294,1789,1559,1886
281: 1098,708,1558,1236,751,1542
282: 19,449,364,619,946,433,904
283: 344,1000,1530,560,1029,1980,1852
284: 1724,947,1584,1065,1668,932,816,1688
285: 1741,991,1545,1655,968,1054,1974
286: 896,1387,1881,1588,1420,1895,274,104
287: 307,549,1582,1753,1919,1147,1512
288: 406,1197,954,2012,174,305,550,726,1187,958
289: 407,524,1242,1201,1495,399,1496,153
1969: 390,512,1992,515,1597,413,987
291: 89,450,741,1250,316,115,836,1972,705
292: 915,1521,673,17,860,1183,1455,1085,1119,1831
293: 894,1931,1181,495,29,1101,1400
294: 1962,1064,1789,1887,1041,1559,276,280
295: 125,411,254,1809,1882,270,314,1979
296: 1229,1898,496,436,1734,1913,1419,1109
297: 1113,552,99,595,142,418,1164,1355
298: 554,861,891,950,1184,1333
299: 1581,830,427,323,1113,552,930
300: 400,1375,978
301: 1198,443,2005,782,1447,1837,1830
302: 1478,1156,1781,696,147,26,58,1421,1667
303: 128,1828,231,1211,829,1005,532
304: 2020,1633,431,2014,1536,1213,1179
305: 174,1215,680,1641,1182,1208,726,288,2012
306: 1884,316,115,1800,1110,665,583,1946,836
307: 607,287,549,693,1773,897,1155,1582,1512
308: 416,1219,852,1721,674,737,1504
309: 112,351,948,1270,234,949,221,1443,593
310: 1782,966,458,881,96,1611,425,728
311: 891,1689,1246,1265,861,1407
312: 1132,30,1793,94
2020: 1095,1633,431,2014,304,600,1328,1536,1179,1903
314: 95,1180,1669,1732,1238,957,415,270,411,295
315: 1912,1838,590,1262,704,1490,777,715
316: 306,1884,115,583,1520,836,291,89,705
317: 774,1089,1417,11,379,527
318: 476,760,1965,451,840,223,150
319: 478,1079,238,987,1848,1992,515,1774
320: 41,1863,1196,578,561,750,1151
321: 266,591,684,1477,1267,1923,785
322: 1015,679,1099,484,1642,597,470,1738
323: 1113,552,99,1710,1726,930,299
324: 1485,94,1832,213,812,30,1892
325: 738,707,236,1566,556,138,582,917,912
326: 1347,1900,639,908,566,1394,226,182
327: 1951,856,522,544,1977,996
328: 608,1998,1447,616,1082,1941,1302,535,1198
329: 1891,1222,1990,965
330: 1704,850,418,1649,1214,595,584,1164,1355,421
1959: 1043,1085,801,1524,1822,724
332: 1408,834,1773,802,175,693
333: 1075,1258,1429,163,1670,1554,758
334: 401,1606,349,191,2008
335: 605,531,982,447,944,1131,627
336: 1849,1143,1522,1263,1791,1851,862,214,1999,480
337: 42,1896,1770,1409,762,1286,819
338: 774,1089,1897,712,2,188
339: 697,405,162,1984,1537,1709
340: 465,963,587,483,1303,1230,735,1594
341: 1689,1585,1725,1013,889,134
342: 1723,989,1473,1531,403,135,1025
343: 278,545,847,1222,1366,815,1990,1798,102
344: 283,1785,559,1000,1530,560,353,462
345: 645,1469,1475,1488,2018,1192,1363,1310,981
346: 382,1899,654,1626,204,1635
347: 742,154,415,485,1384,1180
348: 727,455,878,927,1378,831,784,937,938
349: 2008,452,334,273,1070
350: 135,1318,146,1909,456,1061,942
351: 112,873,309,948,229,1631,215
352: 1797,504,1950,754,1341,1445,1127
353: 559,344,1530,979,1274,471,824,1042,1671
354: 1720,1603,1718,1240,1358,504,1950
355: 1018,1846,1235,1088,1008,866,828,1995
356: 1678,1345,1540,1650,1424,466,193,1736,1766
357: 677,1231,1525,1244,90,948,617,1922,229,215
358: 1579,879,1586,1062,402,888,643,1215,680,1871
359: 546,1316,732,1295,820,511,721
360: 653,1145,1935,1193,1350,949,1945
361: 21,403,1801,1978,135,1115,1909
362: 516,1125,189,1401,1686,1200,1425
363: 505,1759,875,416,469,737
364: 619,1248,282,433,904,505,1759
365: 928,1381,10,1036,271,1939,1314,503,1480
1964: 185,985,994,399,549,769,1496
367: 1864,1445,1127,1336,1218,1503,1305
1948: 855,2004,820,721,1165,57,1784
369: 407,524,1242,1075,1258,487,482
370: 1404,63,1651,1556,775
371: 703,961,1820,1032,141,1636,1735,827
372: 1361,842,123,86,1508,1202,1320,54
373: 1608,1594,1491,483,1303,1651,1556
374: 1519,1750,1921,736,729,701,1659,1756
375: 1456,919,382
376: 842,1607,183,1234
377: 1026,687,1703,592,1790,436,1734,1913
378: 1869,1342,2015,1482,1093,867,79
379: 11,1822,724,1065,1417,317,816
380: 131,846,780,434,1256,1472
1947: 1589,1,1434,1982,635,1006,1142
382: 1899,346,375,919,204
383: 1855,1578,631,659
384: 62,486,271,1939,1925
385: 261,1983,1924,112,873,931,1623,1188,1344,557
386: 1842,1577,1430,492,267,269,636,1783
387: 13,925,689,1295,511
388: 139,1768,262,1326,508,1349
389: 108,2017,119,709,1298,101,733,768,253,1416
390: 512,1969,515,1597,947,413,599,1168
391: 409,1850,1141,1030,1617,1553,490
392: 517,1289,1552,144,1994,1817,1422
393: 1268,1606,669,113,55,1917,1221,1453,191
394: 653,1145,1091,1952,1398,586
395: 1673,1309,1513,1313,1823,640,210,863
396: 1966,1244,1368,66,427,1814,755,869
397: 1610,1926,260,499,533,903
398: 225,1297,179,1987,252,180,1139,151
399: 1201,655,1495,185,1964,985,994,289,1496
400: 997,300,1375,1916,541
401: 1960,1221,695,1453,334,1606
402: 1062,888,643,1120,358,1579,1215,1871
403: 1531,21,361,989,342,135,1025
404: 1753,998,769,185,85,1147,810,626
405: 162,339,206,905,1537,1709
406: 288,1197,954,726,932,1584,756,1688
407: 289,369,1242,758,1201,655,1495,1258
408: 9,1073,1894,2016,795
409: 391,1850,1030,1553,202,1506,1818,1500
410: 1424,466,625,1846,1870,1954,1315,1937,1650
411: 125,254,295,270,314,1669,1732
412: 744,203,1840,1290,1728,907
413: 1724,947,1547,599,390,1969,1597
414: 57,1784,1167,1539,793,157,49
415: 1238,154,957,347,270,314,1180
416: 308,469,1219,363,674,737
417: 1082,1273,767,1771,1312,443,2005,906
418: 330,1704,850,1649,1214,537,595,1383,142,297,1355
1981: 1175,1568,807,665,1470,583,134,1946,1585
2006: 159,82,1203,972,783,136,1602,1996
421: 1143,1263,330,1704,1653,171,584,1851
422: 911,463,1276,1300,440,1259,1845
423: 1710,1023,1726,1601,1228,1220,1050
424: 75,1457,1282,1857,1048,517,1339,720,1926,116
425: 1611,804,310,1782,133,699
426: 1014,648,1292,1989,580,16
427: 299,830,66,930,396,1368,1814,869
428: 176,1942,1230,735,1763,567,667,1337
429: 546,1316,76,632,526,1973
430: 1952,854,1398,1546,1581,830
431: 2020,1095,1633,2014,1518,304,1629,190,1179
2013: 1868,1254,1270,1350,234,1945,1708
433: 240,904,996,449,282,1977,364
434: 1301,1047,1256,990,1472,473,380,1167
435: 1549,203,1840,1855,1456,1414,659
436: 1734,1913,1419,496,296,1898,377,1051,1109
437: 695,1453,808,596,571
438: 1681,1028,1844,1436,841,1698
439: 1348,757,959,654,1635,212,1440
440: 1004,25,1058,105,422,463,1259
441: 1735,1890,827,537,1792,595,1383,588,1649
1995: 101,1954,768,1088,1008,866,355,1846
443: 301,1198,2005,906,1082,417
444: 923,1481,454,164,717,975
445: 1938,867,892,1573,1342,1807
446: 61,1756,1867,1659,1801,1370,1978
447: 199,1204,944,777,335,531,982
448: 1853,1137,509,1189,1670,1554,1049
449: 19,282,1977,482,544,487,433,996
450: 291,89,741,45,1962,1684,1789,52,1886
451: 1233,1965,1467,217,840,1775,318,223
452: 349,1114,2008,273,1070,1352,1883,813
453: 1474,1134,821,896,835,1387,2000
454: 1481,444,164
455: 727,107,348,927,1378,937,938,1452
456: 1434,1982,1061,970,350,135,1318,1025,942
457: 520,1612,1207,1188,573,1344,555
458: 310,966,1509,748,126,881,1464,96
459: 489,983,1131,627,1613,605,1727,2002
460: 1088,1063,1593,236,1566,797,1008,167,866
461: 1955,658,237,563,591,1267
462: 1839,849,945,1852,1785,344,560,124
463: 422,911,1300,25,440,1058,1126
464: 1638,877,78,543,887,110,1586,497
465: 963,587,340,483,1303,1866,1705,1594
466: 1424,625,410,1315,1650,356,193
467: 1806,43,577,1691,1538,477,1533
468: 1720,1168,1603,512,156,1100,1011
469: 416,1219,1306,1747,1759,363
470: 93,1717,1738,322,652,1099,921,1154
471: 1106,551,824,1154,979,353,1042
472: 1687,891,950,558,606,1889,603
473: 275,1399,1200,1243,434,990,1472,1167
2012: 288,1197,1182,1208,174,305,726
475: 70,1066,637,1389,1172,1067,1189,1077,201,1853
476: 318,823,749,1386,760,1906,150
477: 1004,536,577,1691,467,1533,105
478: 319,1694,1079,47,238,1278
479: 604,1374,853,202,1888,765,1500,250
480: 1999,841,1522,336,1251,628,956,1918
481: 980,1268,113,55,1917
482: 19,449,524,369,1242,487,946
483: 465,340,1303,1866,1705,1594,373,1651,1556
484: 1492,1642,322,1015,679,1738
485: 1142,1353,1384,347,95,1180,1283
486: 1036,271,384
487: 1441,1199,544,1075,369,449,482
488: 668,1467,840,220,1346,1779,690,223
489: 983,459,2002,1825,1484,44
490: 1614,1431,1617,1526,391,1850,187,1003
491: 574,986,537,1792,1159,1214
492: 1577,386,1430,267,745,522,1951
493: 210,863,592,1936,496,1913,1419
494: 564,1440,748,817,1635,14,126
495: 1137,509,29,293,1181,1101,1400
496: 268,1936,1319,493,1229,296,436,1419
497: 879,1586,543,1638,464,770,110,1875,952
498: 608,858,1998,1447,1418,1108,1194
499: 260,790,747,397,1377,1016,903,120,1489
500: 1760,1881,1988,1588,647,687,1051,1745
501: 506,999,562,955,1890,142,588,1932
502: 937,1991,683,764,1087,1239
503: 1480,1961,1314,513,1381,365
504: 352,1950,1603,354,1011,1209,1445
505: 1759,363,875,364,240,904,1587,589
506: 501,999,187,562,195,955
507: 1285,1437,897,607,1097,1155,1582
508: 1843,1632,558,262,1326,388,1768,1392,1349,1772
509: 448,1137,495,1670,1080,1400,163
510: 1885,1965,851,59,992,898,1386,760
511: 855,820,721,13,387,1295,359
512: 390,1969,1992,515,599,468,1168,1815,156
513: 1743,1314,503,1961,1186
514: 1949,1487,594,762,1286
515: 390,512,1969,1992,987,319,1815,169,156,1774
516: 362,1125,189,1908,1984,1709
517: 1289,392,1552,1457,424,1857,1048,1422,720,783,116
518: 1269,1692,148,1105,663,1163,1450
519: 35,1034,650,1976,1479,1574,871,1307
520: 457,1612,1752,555,957,1096,1975
521: 1438,995,1507,902,664
522: 1441,544,267,745,1430,492,1951,327
1950: 1797,352,504,1358,1603,354,1341,1445
524: 289,369,1242,998,153,19,482,946
525: 1903,279,1719,815,1536,1078,1213
526: 632,732,429,1316
527: 1897,1310,920,781,1893,11,1089,317
528: 250,98,1666,1888,853,1682,1731,137
529: 1281,1748,1060,1170,838,960,143,1459
530: 1714,1905,660,1550,269,1628,700
531: 32,335,982,1912,1052,777,447
532: 661,1005,303,1828,65,1873
533: 688,1580,168,1856,12,1610,1926,397,1602,903
534: 80,1427,961,827,574,1792
535: 829,1953,1302,1160,581,616,328
536: 1004,25,1542,477,577,1690,1098
537: 491,1792,441,595,1383,850,418,1649,1214
538: 979,565,1274,1967,652,824,1154
539: 1600,39,585,1322,779,1589,1074,622
540: 159,82,1794,1662,1031,1287
541: 129,1934,400,997,1916,579
542: 786,1012,79,1707,1093,1788,259
543: 1323,1121,887,877,464,110,952,497
544: 1441,1199,522,487,449,1977,327
545: 343,847,1366,1406,1078,279,815,1765,1963
546: 429,1316,76,1165,359,721
547: 770,110,1875,952,682,1461,1121,575,1761
548: 128,231,1674,826,1107,1516
549: 307,287,693,185,1964,994,1753,769,1147
550: 1534,1871,174,1215,288,1187,958
551: 1106,1652,471,921,824,1154,979,93
552: 323,1113,99,297,1710,1164,299
553: 845,1049,1396,1001,242,612,1010,655
554: 298,1841,861,2007,1437,1184,1333
555: 1024,1752,573,1344,261,520,457,1612
556: 1647,1737,1772,646,138,1332,738,707,325
557: 1269,148,931,1623,385,1983
558: 1843,1265,508,1392,1772,1687,891,472,83,606
559: 1785,344,1530,353,1042,1671
560: 283,1785,344,1852,462,945
561: 614,750,1226,1196,320,1169,1151
562: 141,876,195,1636,1271,955,1033,506,501
563: 251,1465,591,237,461
564: 111,212,494,1440,748,817,1635
565: 538,1274,1505,258,1967
566: 1102,744,1394,778,908,1347,326,639,1494,226
567: 667,51,1251,862,1337,1942,428
568: 1209,1864,1385,1483,158,1528,1770,1305
569: 1311,1373,1729,620
570: 671,629,1432,1868,1471,859,1933
571: 1453,437,669
2000: 649,1749,1134,453,835,1387,696,147
573: 1188,1148,197,1344,255,457,1612,1207,555
574: 986,491,1792,80,1087,534,1239
575: 953,1325,1761,1461,547,952
576: 851,59,992,117,951,133
577: 1691,172,1690,467,536,477
578: 41,1863,320,92,686,1968,1902,750
579: 803,1783,731,1916,1934,541
580: 1354,1016,16,426,648,1812,1323
581: 1160,1123,829,1302,535,616,1971
582: 650,1872,1976,917,325,1413
583: 1470,1520,1946,836,1981,665,306,316,109
584: 1791,1958,1851,1164,1355,330,1704,421
585: 539,1600,1046,1390,1322,779,2021,161,1074
586: 1814,755,1193,1398,1145,394
587: 465,963,340,1210,1230,735
588: 595,1383,142,1932,441,1890,501,1649
589: 264,2009,1339,1587,505,875,1282
590: 1126,901,239,1262,1300,704,315
591: 321,1465,266,563,461,1267
592: 210,493,1790,1261,1734,1913,1419,1026,377
593: 221,1623,1443,1645,247,1270,234,112,931,309
594: 1372,1492,1642,1409,1286,1949,514
595: 1383,142,588,441,537,330,850,418,1649,99,297,1355
596: 613,6,808,437
597: 1949,1487,1642,322,1717,1738
598: 277,1039,878,1973,916,1224
599: 228,1688,947,413,390,512,1720,1168
600: 1771,1328,1312,2020,1095,1536,1903
601: 53,258,1713,641,1090,746,602
602: 140,1171,746,1658,1505,1713,258,601
603: 1640,1333,233,943,472,950,1889,1928,1063,1562
604: 479,1374,1656,202,1500
605: 32,335,982,40,1412,1613,459,1131,627
606: 83,1593,1889,558,1687,472,1063
607: 307,1408,1773,507,897,1155,1582
608: 858,1998,1447,498,616,328,1971
609: 1426,674,832,1989,1504,16,1035
610: 1693,1879,1110,1423,698,1175,807
1949: 514,1487,597,1642,594,1286
612: 1201,1010,655,242,845,1554,758,553
613: 1136,6,743,798,808,596
614: 561,750,1226,657,1968,1334,1433
615: 1093,1788,244,712,1482,2
616: 608,1998,328,1302,535,581,1971
617: 207,948,1922,1244,755,357,1525,949,215
618: 200,196,1191,122,857,673,17,1119,1831,781,68
619: 364,706,1248,946,998,19,282,904
620: 1618,833,1729,1311,1373,569
621: 797,1008,167,912,866,236,917,1298,1413,101
622: 1644,71,1322,1589,539,39
623: 1906,951,133,699,749,752,1780
624: 27,1216,183,1234
625: 1424,466,253,410,1846,1954,733
626: 1747,818,404,85,1468,810,1306
627: 983,459,1131,605,335,944,1787,1140
628: 956,751,722,1522,51,1251,940,480
629: 671,1432,570,247,69,1105,1711
630: 1765,1852,1454,60,1406,1839,1499,945
631: 1910,659,1578,383,684
632: 526,1973,916,429
633: 1517,33,1266,1338,818,1697,852,848,1178
634: 914,1803,1715,37
635: 742,942,1434,1061,1947,1142,1384
636: 267,269,700,773,731,1783,1842,386
637: 70,475,1172,1778,1853,1137,29
638: 161,1103,1769,1074
639: 1347,1900,326,889,566,1494,226,811,182,262
640: 1861,1823,395,1936,976,863
641: 960,1090,838,53,601,1020
642: 1327,1837,1990,1798,1830,1194
643: 1062,402,888,1120,1541,1898,358,1751,1109
1982: 1434,456,970,106,274,1006,1947
645: 1469,345,2018,1192,114,1363,246,981
646: 1349,1772,556,1647,1332,83
647: 1760,1881,500,1988,1588,687,1703,34,1051
648: 1014,426,580,16,822,1323,887
649: 1749,2000,1046,1390,835,696,147,1667
650: 582,1872,1976,917,184,1479,1574,1796,1084,1307,519
651: 1532,1758,1563
652: 1967,679,1099,538,470,1738,921,824,1154
653: 1145,394,1935,360,1091,1698,1681,1436,1945
654: 1899,346,439,959,1635,1440
655: 1201,612,1010,1495,399,1104,242,553,985,407
656: 1335,1664,65,1567,1828,1116
657: 1059,1819,1968,1291,730,1433,614
658: 1955,1423,1970,1927,237,461
