0: 2023,2027
282: 19,449,1977,946,619,364,433,904
283: 1029,1980,1000,1852,60,560,344,1530
284: 1724,947,1584,1065,1668,932,816,1688
285: 1054,1545,1974,1655,1741,991,968
286: 896,1387,1895,1881,1588,1420,106
287: 307,549,1582,1919,1147,1512,1753
288: 406,1197,954,2012,174,305,550,726,1187,958
289: 407,524,1242,1201,1495,399,153,1496
1969: 390,512,1992,515,413,987,1597
291: 741,450,316,115,1250,836,705
292: 915,1521,673,17,860,1183,1455,1085,1119
293: 894,1931,1181,29,495,1101,1400
294: 1064,1789,1887,1041,1559,276,280
295: 125,411,254,1809,1882,270,1979,314
296: 1229,1898,496,1419,436,1734,1913,1109
297: 1113,552,1164,595,142,99,1649,1355,418
298: 554,861,891,950,1184,1333
299: 1581,830,427,323,1113,552,930
300: 400,978,1375
301: 1198,443,2005,1830,1447,1194,1837
302: 1376,1478,1156,1781,696,1667,26,58,1421
303: 128,532,1828,1211,829,1005
304: 2020,1633,431,2014,1712,1213,1179,1536
305: 174,1215,680,1182,1208,726,288,2012
306: 1884,316,665,1800,583,1946,836
307: 607,287,549,1408,1773,693,1155,1582,1512
308: 416,469,1219,852,1721,1517,674,1504
309: 112,351,948,1270,949,221,1443,593,234
310: 748,966,126,96,881,1611
311: 891,558,1689,1407,1843,1246,861
312: 30,94,1132,1793
2020: 1095,1633,431,2014,304,1903,600,1328,1179,1536
314: 1732,95,1180,1669,1238,957,415,270,411,295
315: 859,1838,777,239,590,704,1490
316: 306,1884,115,583,1520,291,836
317: 774,816,1547,527,11,1417,1089
318: 476,150,760,1965,451,840,223
319: 478,1079,238,987,1848,1992,515,1774
320: 41,1863,1196,578,561,750,1151,1040
321: 1477,1267,266,591,684,785
322: 1738,652,679,1099,1658,1015,484,1642
323: 1113,552,99,1710,1726,930,299
1871: 1534,1672,358,1062,402,1215,550
325: 738,707,236,912,556,138,1566,582,917
326: 922,778,908,1347,1394,566,1900,226,639
327: 1951,856,522,544,1977,996
328: 1941,1302,535,616,1082,1198,1447,608,1998
1923: 1477,1267,788,1955,1423,698
330: 1704,850,1355,418,257,1649,171,584,421
1876: 1878,843,977
332: 1408,834,1773,1250,802,175,1359,693
333: 1075,1258,1429,163,1670,1554,758
334: 401,1221,349,2008,55
335: 627,605,982,531,447,1131
336: 1849,862,1263,1522,1791,214,1999,480
337: 42,1896,1770,1409,819,594,1286
338: 774,1089,712,615,2,188
339: 697,405,162,1984,1537,1709
340: 465,963,587,1705,1230,735,1594
341: 1689,1725,1407,1981,1585,1900,889,134,1013
342: 989,1473,1531,403,1723,970,1025,135
343: 278,545,1366,1222,847,1990,1406,815,1798,1891
344: 560,1785,559,1530,283,1000,462
345: 645,1469,1475,114,2018,1192,1363,1488,981
346: 382,1899,654,1626,204,1635
347: 742,1384,154,415,485,1180
348: 937,455,938,277,878,927,831,1378,784,727,107
349: 2008,334,118,273,1070,452
350: 135,1318,1909,146,456,1061,942
351: 112,873,931,309,948,229,1631,215
352: 1797,1950,1445,504,1341,1127
353: 559,1530,979,1274,551,824,1042
354: 1720,1603,504,1071,1718,1240,1358,1950
355: 1846,1235,1088,1018,866,1008,828,1995
356: 1678,1345,1540,1315,1650,1424,466,193,1736,1766
357: 677,1231,1525,701,1244,90,1922,948,617,229,215
358: 1579,879,1062,402,888,643,1215,680,1871
359: 546,1316,1295,732,820,721,511
360: 653,1145,1935,1193,1945,949
361: 1531,1978,403,1801,1115,135,1909
362: 516,189,1401,1125,1686,1425,1200
363: 505,1759,416,469,875,737
364: 706,619,19,282,433,505,1759,904
365: 928,1381,1939,271,1036,1314,503,1480
1964: 693,985,994,399,549,769,1496,185
367: 1864,568,1305,1127,1336,1445,1218,1503
1948: 855,2004,820,721,1165,57,1784
369: 407,524,1242,1075,1258,487,449,482
1916: 773,731,1321,241,1375,400,579,541
371: 441,1890,827,1820,703,961,1636
372: 1361,842,123,86,1202,1320,54,1508
1913: 436,1734,377,496,210,592,493,1419,1790,296
374: 1519,1750,1921,736,729,701,1659,1756,895
375: 1456,919,382
1928: 1063,1088,1018,1593,1889,1640,943,603,1562
377: 436,1734,1913,592,1026,1790,687,1703
378: 1869,1342,1482,1093,79,1938,259
379: 11,1524,1417,724,1065,1822,920
380: 131,846,780,434,1256,990,1472
1947: 1589,1,1142,1982,1006,1434,635,1322
382: 1899,346,375,919,204
383: 1578,659,631
384: 62,1925,486,271,1939
385: 261,1983,557,112,873,931,1188,1344
386: 1842,1577,267,269,636,492,1783,1430
387: 13,925,1295,689,511
388: 139,1768,262,1326,508,1349
389: 108,2017,119,709,1298,101,733,768,253,1416
390: 512,1969,515,599,947,413,1597,1168
391: 409,1850,1141,1617,1030,1553,490
392: 517,1289,1552,1994,144,1817,1422
393: 1268,481,669,113,1453,1221,191,55,1917
394: 653,1145,1091,1398,1952,586
395: 1673,1309,1313,1513,1823,640,863
396: 1966,1244,1368,66,427,1814,755,869
397: 1610,1926,260,499,1856,533,903
398: 225,1297,179,1987,1139,252,180,151
399: 1964,985,994,1201,655,1495,289,1496,185
400: 300,997,1916,1375,541
401: 1960,334,695,1453,1221,55
402: 1062,888,643,1120,358,1579,1215,1871,1672
403: 1531,361,989,342,1025,135
404: 85,1147,1753,998,769,185,810,626
405: 162,339,206,1537,1709,905
406: 288,1197,954,726,932,1584,756,1688
407: 289,369,1242,1201,612,655,758,1495,1258
408: 9,1073,795,2016,1012
409: 391,1850,1030,1553,202,1500,1506,1818
410: 1424,466,625,1870,1846,1954,1315,1937,1650
411: 125,254,1185,295,270,1732,314,1669
1881: 1760,500,1988,1588,647,1415,1745,821,896,286
413: 1724,947,1547,1597,390,1969,599
414: 57,1784,793,1167,1047,1301,1539,49,157
415: 1238,154,957,347,270,314,1180
416: 308,469,1219,363,674,737
417: 1082,1273,767,1312,906,1198,443,2005
418: 330,850,1355,537,1214,595,1383,1649,297
1981: 1175,1568,1585,1754,665,1470,134,1946,341
2006: 159,82,1794,972,136,783,1602,1996
421: 584,1851,330,1653,171,1143
422: 463,1276,440,1259,105,1986
423: 1710,1023,1726,1601,1228,1220,1050,1616
424: 75,1457,1282,517,720,1610,1926,116,1048,1339
425: 1611,804,966,117,576,133
426: 1014,648,609,1292,1989,580,16
427: 299,830,930,66,396,1814,869
428: 176,1508,1230,735,1942,1763,567
429: 546,1316,76,526,1973,632
430: 1952,854,1546,1581,830,1398
431: 2020,1095,1633,2014,304,1518,190,1179
2013: 1270,1945,1868,1254,1795,1708,234
433: 240,996,449,282,1977,364,904
434: 1167,1047,1256,990,1472,1301,846,380
435: 1549,203,1840,1456,1414,1855
436: 1734,1913,377,1109,496,1419,1898,296,1051
437: 571,695,1453,808,56,596
438: 1681,1028,1844,1436,841,1698
439: 1348,757,959,654,1635,212,1440
440: 1004,25,1259,105,422,1058,463
441: 588,1890,827,371,537,1214,1792,1383,1649
1995: 101,1954,768,1088,866,1008,355,1846,1235
443: 301,1198,2005,1830,1447,906,1082,417
444: 717,975,454,1481,923,164
445: 1938,1894,1807,1342,1573
446: 61,1756,1867,1978,1801,1370
447: 627,335,531,199,1351,1204
448: 1853,1137,509,1670,1049,1189
449: 19,282,482,1977,369,544,433
450: 291,741,45,115,1962,1684,1064,1789,1886
451: 1885,1233,1965,1775,1467,217,840,318,223
452: 273,1070,1883,1744,349,1114,2008,813
453: 896,1387,2000,1415,821,1474,1134,649,1749
454: 1481,164,444
455: 937,938,1452,348,927,1378,727,107
456: 1434,1061,970,1025,350,135,1318,1982,942
457: 520,1612,555,1207,1188,1344,573,1177
1865: 1873,661,1123
459: 489,983,1613,605,1131,1727,2002
460: 1063,1088,866,1593,1566,236,797,1008,167
461: 1955,658,237,563,591,1267
462: 1839,849,945,1804,1852,560,1785,344
463: 422,1058,1276,1300,25,440,1126
464: 1638,877,1161,543,887,110,497
465: 340,1705,735,1866,1594,1303,483,1556
466: 1424,625,410,1315,1650,356,193,1766
467: 1806,43,577,1691,1538,477,1533,219
468: 1720,1168,1603,1011,512,156,1100
469: 308,416,1219,1747,1306,1759,363
470: 1738,652,679,1099,1154,93,1717,1652,551,921
1905: 1080,1714,530,1429,163,1550,1628
472: 1687,891,558,950,83,606,1889,603
473: 275,1243,1200,780,1167,990,1472
2012: 288,1197,1182,1208,174,305,726
475: 70,1066,1172,1067,132,201,1077
476: 318,150,760,749,823,1906,1386
477: 1004,536,577,1691,467,1533
478: 319,1694,1079,238,47,1278
479: 604,1374,853,765,1500,202,1888,250
480: 1999,841,336,1522,1251,628,956,1918
481: 1268,113,393,980,1917
482: 19,449,524,369,1242,946
483: 1608,1594,1303,1491,465,1556,967
484: 1642,1492,1015,322,1738
485: 1283,1353,347,1384,1142,95,1180
486: 271,1036,384
487: 1441,522,544,1075,1429,369
488: 1779,690,223,1346,668,1467,840,220,1799
489: 983,459,1140,1131,2002,44,1825
490: 1614,1526,1617,1431,391,1850,187,1003
491: 574,986,1214,1792,1159,1704
492: 522,267,745,386,1951,1430
493: 210,863,592,1419,1936,496,1913
494: 564,1440,1626,1635,14,126,748,817
495: 29,1137,509,637,293,1101,1400
496: 268,1936,976,1319,493,1419,1229,296,436,1913
497: 1579,879,543,1638,877,464,770,110,1875,952
498: 608,858,1998,1447,1194,1108
499: 260,790,397,1377,1016,747,903,120,1489
500: 1760,1881,1988,1588,647,687,1745
501: 187,999,506,562,955,588,1890,1383,142
502: 937,938,878,764,1087,683
503: 1480,1961,1314,513,1381,365
504: 1603,354,1011,352,1950,1445,1209
505: 1759,363,904,364,240,1587,589,875
506: 187,999,501,195,562,955
507: 1285,1437,1184,1408,897,233,607,1097,1155,1582
508: 1843,1632,811,262,1326,388,1768,1349,1772,1392
509: 1137,495,448,1670,1080,1400,163
510: 1885,1965,898,59,576,851,760
511: 855,820,721,13,387,1295,359
512: 390,1969,1992,515,599,468,1168,1815,156
513: 1743,1314,1403,503,1961,1186
514: 1949,1487,594,1286
515: 390,512,1969,1992,987,319,1815,169,1774,156
516: 362,1908,189,1984,1125,1709
517: 1289,392,1552,1457,424,1857,1422,783,720,116,1048
518: 1269,1692,1105,1412,1762,1163,1555,663
519: 35,1034,650,1976,1479,1574,871,1307
520: 457,1612,555,1975,1752,957,1096
521: 1438,995,1507,902,664
522: 1441,487,544,492,267,745,1951,327
1950: 1797,352,1445,1358,1603,354,504
524: 289,369,1242,153,998,19,482,946
525: 1719,815,1903,279,1078,1213,1536
526: 429,1316,732,632
527: 920,781,1893,11,1417,1089,1310,317
528: 100,1682,1731,1888,137,853,250,98,1666
529: 1060,1748,143,1170,960,838,1459
530: 1714,1905,660,166,1550,269,1628,700
531: 335,982,447,1052,1838,777,199
532: 303,1828,65,661,1005,1873
533: 1856,688,1580,168,12,1610,1602,397,903
534: 80,961,1427,827,574,1792
535: 829,581,1302,616,328,1953,1160
536: 1004,25,477,1690,577,1098,1542
537: 588,441,1214,1792,595,1383,1649,850,418
538: 979,1154,1274,1505,652,551
539: 1600,39,1322,779,585,1589,622
540: 1662,159,1794,1569
541: 579,1934,400,997,731,1916,129
542: 786,1707,1012,259,1788,79
543: 1323,1121,887,648,1812,877,464,110,952,497
544: 1441,487,522,449,1977,1951,327
545: 278,343,1366,1222,847,1406,279,815,1765
546: 429,1316,76,359,721,1165
547: 770,110,1875,952,682,1461,1121,1325,575,1761
548: 734,826,993,1674,1516,1166,1107,128
549: 307,287,693,1964,994,769,185,1147,1753
550: 174,1215,1534,1871,288,1187,958
551: 1106,1652,824,921,470,979,1154,538,353
552: 323,1113,297,1164,99,1710,1829,299
553: 612,1010,1396,1001,242,845,1049
554: 298,1841,861,1397,1285,1437,1184,1333
555: 520,457,1612,1344,573,261,1024,1752
556: 1737,1647,646,1772,1332,1566,738,707,325
557: 385,1983,931,1623,593,1269,148
558: 1687,891,472,311,1843,1246,1772,1392,83,606
559: 1785,344,1530,353,1042,1671
560: 1785,344,283,1852,1839,945,462
561: 614,750,1226,1196,578,320,1169,1151
562: 141,955,1636,876,1820,1033,1271,195,187,501,506
563: 1786,591,461,237
564: 111,212,494,1440,1635,126,748,1232,817
1870: 1846,1235,1954,1315,1937,410
566: 1102,1394,744,922,778,908,1347,326,1494,226,639
567: 667,51,1251,428,735,1942,862,1337
568: 1209,1864,1305,367,1385,158,1528,1770
1933: 859,1052,1838,1432,570,32
570: 671,629,1432,1868,1471,859,1933
571: 437,1453,1268,669
2000: 1387,453,1134,147,649,1749,1390,1046
573: 1188,1148,1344,255,1207,197,457,555
574: 986,491,1792,80,1087,534
575: 953,1325,1761,1461,547,682
576: 59,992,117,510,425,951,133,1386,851
577: 1691,172,1690,467,1098,536,477
578: 41,1863,320,686,1968,1902,561,750
579: 803,1783,1934,541,731,1916,636
580: 1035,1016,16,1354,426,648,1812,1323
581: 829,1302,535,616,1160,1123,608,1971
582: 650,1872,917,1976,325,1084
583: 1470,1520,1946,306,316,665,109,836
584: 1958,1851,421,330,1355,1164
585: 1322,779,2021,1390,161,1074,1600,539
586: 1814,755,1193,869,1398,1145,394
587: 963,340,1230,735
588: 441,1890,537,955,501,595,1383,142,1649
589: 264,2009,875,1587,505,75,1282,1339
590: 239,901,1126,1300,704,859,315
591: 1786,266,563,461,1267,321
592: 210,493,1419,1026,1790,1261,1734,1913,377
593: 221,1623,1443,1645,247,234,112,931,309,557
594: 1642,1372,1492,337,1409,1286,1949,514
595: 1383,142,99,1649,588,537,850,1355,418,297
596: 613,6,808,437
597: 1949,1487,1642,1738,1717
598: 277,878,916,1973,1039,1224
599: 390,512,947,413,228,1688,1720,1168
600: 1903,1328,1312,2020,1095,1536
601: 602,1713,53
602: 140,1171,1658,1505,601,1713,746,53,258
603: 1640,943,233,1562,1333,891,472,950,606,1889,1063,1928
604: 479,1374,1500,1656,202,1888
605: 627,335,982,1131,40,1613,1412,32,459
606: 83,1593,1889,1687,891,472,558,603,1063
607: 307,1408,1773,897,507,1155,1582
608: 858,1998,498,581,616,328,1447,1971
609: 1426,674,832,1989,1504,1035,16,426
610: 1693,1879,1110,1423,698,1175,665
1949: 514,1487,597,1642,1492,594
612: 1201,1010,655,553,758,845,1554,407
613: 1136,6,743,798,808,596
614: 561,750,1226,1433,1968,1334
615: 1093,1788,712,244,338,2
616: 581,1302,535,328,608,1998,1971
617: 207,948,1244,755,1922,357,1525,215
1879: 1693,610,812,1110,1892,1423,1970,213
619: 946,706,364,998,19,282,1759
620: 1618,833,265,1373,1729
621: 797,1008,167,912,866,1298,1413,101
622: 1644,71,1322,1589,39,539
623: 1906,951,133,699,749,752,1780
624: 27,1234,1216
625: 1424,466,253,410,1846,1954,733
626: 1747,1306,1468,85,404,810,818
627: 605,335,447,1131,1351,983,1787
628: 956,722,940,1522,51,1251,480
629: 671,1432,570,1645,247,1708,69,1105,1711,32
630: 1765,1499,1852,1454,60,1406,1839,945
631: 659,1910,684,383,1578,266
632: 429,526,1973,916
633: 1338,33,1266,818,1697,852,848,1517,1178
634: 914,1803,1715,678,37
635: 742,1384,942,1434,1061,1947,1142
636: 267,269,700,773,731,1783,579,1842,386
637: 70,1172,1778,29,1853,1137,495
1927: 1970,658,237,251,1241,794
639: 1494,226,811,182,262,1347,326,566,1900,889
640: 1861,1823,395,1936,976,863
641: 960,838,1090,1713,53,1020
642: 814,1837,1798,965,1830,1990
643: 1062,402,888,1120,1898,1541,1109,358,1751
1982: 106,1680,1006,970,1434,456,1947
645: 1469,345,114,2018,1192,1363,981
646: 1349,1772,1647,556,1332
647: 687,1703,34,1051,1760,1881,500,1988,1588
648: 1014,426,580,16,822,1323,543,887
649: 696,147,1667,1134,453,2000,1749,1390,1046
650: 582,1872,1976,1479,1574,1084,1307,519
651: 1758,1176,1532,1563
652: 322,470,679,1099,1505,1154,538,921
653: 1145,394,1935,360,1091,1698,1681,1436,1945
654: 1899,346,439,959,1635,1440
655: 1201,612,1010,1104,1495,242,985,994,399,407
