0: 2023,2027
156: 1815,1111,512,515,468,1168,1100
157: 49,703,961,1427,414,1539
158: 1385,1011,1100,792,1209,568
159: 82,1794,2006,926,1996,540
160: 1799,1646,1686,28,220,1401,1346
161: 1103,1769,1074,1390,1667,1156,1225
162: 697,405,339,1403,1186,206
163: 1429,333,509,1670,1554,1080,1905
164: 132,454,444,1826,975
165: 1021,800,1009,46,1331,1293,1260
166: 773,731,1321,241,1916,660,934,700
167: 797,1008,621,912,866,738,236,1566,460
168: 1856,38,533,688,1580,12,1610,903,1569
169: 1815,67,1111,1774,759,515,238
170: 754,1722,796,1920,1341,1444,1557,1824,140
171: 1653,1763,839,1704,257,421,1143
172: 577,1691,1690,1538,940,967,722
2005: 301,443,1830,417,782,906,1719,278,1837
174: 1215,680,305,550,1208,288,1197,2012
175: 802,152,1359,192,332,693,994,1773
176: 1508,1230,428,1942,123,54,1653,1763,839
2009: 589,264,875,1426,737,48,790,747
1887: 294,1064,1789,1535,717,1041,121,1559,280
179: 1297,398,1987,2003,252,1081,1388,180,1796
180: 1479,1574,1796,1297,179,398
181: 1675,1481,1740,1329,84
182: 1494,226,870,262,1326,811,326,889,639
183: 1216,77,624,1361,842,1234,1210
184: 1777,763,1624,650,1872,1479,1084,1796
185: 769,1496,1753,1964,994,399,549,404
186: 1032,719,1047,1256,1539,1118,1930
187: 999,501,506,195,490,1614,1526,1601
188: 987,1848,2,1597,774,1547,338
189: 516,362,1908,13,925,1425,855
190: 1644,622,71,1712,1170,431,2014,1518,1060,1179
191: 1114,2008,1498,334,113,55,1917
192: 152,175,1359,1886,242,1371,280,52,1104,985,994
193: 1736,1766,694,1650,1424,466,1678,356,1345
194: 1779,1357,690,223,150,1330,1648,1388,1746,1755
195: 1431,1033,2019,141,562,1271,876,1526,187,506
196: 200,2018,1192,149,122,857,1369
197: 1148,1207,573,1801,1370,1115
198: 1966,1368,90,1493,1380,1017,1038,736
199: 1204,886,447,777,1904,1152,1277,531
200: 2018,1192,196,1363,122,857,1831,781,68
201: 1053,1805,1189,1077,70,475,1853
202: 1553,1656,1764,409,479,604,1374,1500,1506,1818
203: 1549,435,1840,1290,744,412,1728
204: 1626,1635,1290,919,382,346,1549
1940: 1317,1118,1139,1435,1767,1033,2019,1701,876
206: 1961,900,1186,405,162,905
207: 948,617,1922,755,1193,869,949
208: 1877,100,1682,98,1548,1411,46,1666,1260
1968: 657,1059,92,686,1433,614,750,578
210: 863,592,493,395,1309,1790,1261,64,1913
2017: 389,108,1195,871,1298,101,733,709,119
212: 111,564,1440,817,439,1348,843,977
213: 324,94,30,812,1693,1879,1892
214: 1999,1698,1791,1263,336,854,1847
215: 1446,229,1631,1231,357,948,617,112,351
216: 930,66,1616,1050,805,74,1038,1368
217: 668,1775,1467,761,840,1233,1965,451
218: 1662,118,540,1569,1153,713,880,1227
219: 105,1533,1806,467
220: 905,28,1537,1401,668,1346,488,160
221: 1623,1443,593,1645,247,1708,1270,234,309
1883: 273,243,1744,452,122,1369,1733,813
223: 1779,690,194,488,451,1467,840,318,150
224: 1619,993,1674,1544,1135,1835,1362,1138
225: 1297,398,1987,1139,1435,151,1767
226: 1494,870,182,908,1102,1394,566,326,639
227: 232,672,1825,1484,1803,1715,678
228: 756,1688,1071,1718,947,599,1720,1168
229: 1446,895,1631,215,1921,677,1231,357,701,61,351
230: 1107,1571,685,1979,1619,1516,125
231: 128,1211,1107
232: 227,672,1567,1664,1803,678,1702,248
233: 1640,1333,603,943,1285,507,1097,692,1562
234: 1270,2013,309,221,1443,593,247,1708
235: 1543,791,1697,1944,1365,1338,1266
236: 738,707,325,1566,460,797,167,621,912,917
237: 563,251,461,1955,1927,658
238: 319,478,47,1815,67,169,1774
239: 590,901,1471,1834,859,315
240: 1565,433,904,996,1587,245,505
241: 166,1321,1916,660,934,978,1375
242: 276,1371,280,1396,192,1010,655,553,1104
243: 273,880,1883,1744,103,122,1369,1733
244: 1310,712,1488,1475,1482,1093,615
245: 240,1565,996,1587,75,1857
246: 1054,1545,666,799,1469,114,1637
247: 221,1443,593,1645,1708,234,671,629,148,69
248: 918,232,914,1803,678,1702
1891: 102,1222,1990,847,965
250: 98,1360,1502,479,853,765,528,1666
251: 237,1241,1927
252: 179,398,1987,1139,2003,1081,1388,1755,1592
253: 1424,625,1954,733,389,1150,1416,709,119
254: 125,772,411,1185,295,1732
255: 1446,1631,873,1188,1148,573
256: 1507,1528,902,753,1385,792,568,521
257: 1704,850,1214,1159,1591,171,839
258: 53,565,601,1505,602
259: 542,1012,79,1938,1894,795
260: 499,790,747,1339,1610,1926,397,903
261: 385,1983,1188,1344,1024,555,1821
262: 1494,182,1326,811,639,139,388,1843,1632,508
263: 1571,685,772,1941,1953,1302
264: 589,2009,875,1282,790,1339
265: 1618,833,620,968,1264,1974,1190
266: 321,591,684,1786,1578,631
267: 1550,269,745,636,522,386,1430,492
268: 1936,976,1205,1319,974,1419,78,1229,496
269: 1550,267,745,700,636,773,386
270: 1809,1362,1882,1238,957,415,1096,314,125,411,295
271: 486,1036,1314,384,1925,365,1939
1974: 1054,799,1190,285,833,265,968,1264
273: 1070,1883,243,1744,452,349,1114,1733,813
1890: 588,441,827,371,955,1636,501
275: 1425,1200,473,1243,855,2004
276: 242,1371,280,52,294,1396,1559
277: 598,878,927,831,916,938,348
278: 545,343,1366,1990,782,815,1719,2005,1830,1798
279: 1078,1213,525,815,1765,1454,545
280: 242,276,1371,52,1962,294,1789,1887,1559,1886,192
281: 1098,708,1558,1236,751,1028,1542
282: 19,449,482,1977,946,619,364,433,904
283: 1029,1980,1852,560,344,1000,1530
284: 1724,947,1584,1065,1668,932,816,1688
285: 1741,991,1655,968,1054,1545,1974
286: 896,1387,1895,1881,1588,1420,106
287: 307,549,1582,1753,1919,1147,1512
288: 406,1197,954,2012,174,305,550,726,1187,958
289: 407,524,369,1242,1495,1201,399,1496,153
1969: 390,512,1992,515,413,987,1597
291: 89,450,741,316,115,705,836,1250
292: 915,1521,673,17,860,1183,1455,1085,1119,1831
293: 894,1931,1181,29,495,1101,1400
294: 1962,1789,1887,1041,1559,276,280
295: 125,411,254,1809,1882,270,1979,314
296: 1229,496,1419,436,1734,1913,1898,1109
297: 1113,552,1164,595,142,99,418,1355
298: 554,861,891,1184,1333,950
299: 1581,830,427,323,1113,552,930
300: 400,1375,978
301: 1198,443,2005,1447,1830,1837,1194
302: 1376,1478,1156,1781,696,26,1667,58,1421
303: 128,1828,532,1211,829,1005
304: 2020,1633,431,2014,1536,1213,1179
305: 174,1215,680,1182,1208,726,288,2012
306: 1884,316,115,665,1800,583,1946
307: 607,287,1773,549,693,1155,1582,1512
308: 416,1219,852,1721,1517,674,1504
309: 112,351,948,1270,949,234,221,1443,593
310: 1782,966,458,96,881,1611,425,728
311: 1687,891,558,1407,1843,1246,861
312: 1132,30,1793,94
2020: 1095,1633,431,2014,304,600,1903,1536,1179
314: 1732,95,1180,1669,1238,957,415,270,411,295
315: 859,1838,590,239,704,1490,777
316: 306,1884,115,583,1520,291,89,836
317: 774,816,1417,1547,11,1089,527
318: 476,760,150,1965,451,840,690,223
319: 478,1079,238,987,1848,1992,515,1774
320: 41,1863,1196,578,561,750,1151,1040
321: 266,591,684,1477,1267,1923,785
322: 1738,679,1099,470,1015,484,1642,597
323: 1113,552,1710,1726,1829,930,299
324: 94,213,1329,725,812,1892
325: 738,707,236,1566,582,138,912,917
326: 1347,639,778,908,1394,566,226,182
327: 1951,856,522,544,1977,996
328: 1302,535,616,1082,1941,1198,1447,608,1998
1923: 1477,1267,788,321,1955,698
330: 1704,850,418,1355,1649,1214,595,1164,584,421
1959: 1822,724,801
332: 1408,834,1250,802,175,1359,693,1773
333: 1075,1258,1429,163,1670,1554,758
334: 401,349,191,2008
335: 605,982,531,1131,627,447
336: 1849,1143,1522,1263,862,1791,1851,214,1999,480
337: 42,1896,1770,1409,1286,594,762,819
338: 774,1089,712,615,2,188
339: 697,405,162,1984,1537,1709
340: 465,963,587,1705,735,1594,483
341: 1689,1725,1013,1900,889,1585,134,1246
342: 1723,970,989,1473,1531,403,135,1025
343: 278,545,1366,1222,1990,847,815,1798
344: 560,1785,559,1000,1530,283,353,462
345: 645,1469,1475,114,2018,1192,1363,1488,981
346: 382,1899,654,1626,204,1635
347: 742,1384,154,415,485,1180
348: 937,455,938,277,927,831,1378,784,727,107
349: 2008,334,118,273,1070,452
350: 135,1318,1909,146,942,456,1061
351: 112,873,931,309,357,948,229,1631,215
352: 1797,1950,1341,504,1127,1445
353: 979,1274,559,344,1530,824,1042,1671
354: 1720,1603,504,1071,1718,1240,1950,1358
355: 1018,1846,1235,1088,866,828,1995
356: 1678,1345,1540,1315,1650,1424,466,193,1736,1766
357: 677,1231,1525,701,1244,90,948,617,1922,229,215,351
358: 1579,879,1062,402,888,643,1215,680,1871
359: 546,1316,1295,732,820,721,511
360: 653,1145,1935,1193,949,1945
361: 1531,1978,403,1801,1115,135,1909
362: 516,189,1401,1125,1686,1425,1200
363: 505,1759,416,469,875,737
364: 619,1248,19,282,433,904,505,1759
365: 928,1381,1939,271,1036,1314,503,1480
1964: 985,994,399,655,549,185,769,1496
367: 1864,568,1305,1127,1336,1445,1218,1503
1948: 855,2004,820,721,1165,57,1784
369: 524,289,1242,1075,1258,487,449,482
1916: 773,731,166,1321,241,400,1375,541
371: 1890,827,1820,703,961,141,1636
372: 1361,842,123,86,1202,1320,54,1508
1913: 436,1734,377,210,592,493,1419,1790,496,296
374: 1519,1750,1921,736,729,701,1659,1756,895
375: 1456,919,382
1928: 1063,1088,1889,472,1640,603,943,1562,1018
377: 436,1734,1913,592,1790,1026,687,1703
378: 1869,1342,1482,1093,79,1938
379: 11,1524,1822,724,1065,920,1417
380: 131,846,780,434,1256,990,1472
1947: 1589,1,1006,1434,1982,635,1322,1142
382: 1899,346,375,919,204
383: 1578,631,659,1855
384: 62,1925,486,271,1939
385: 261,1983,557,873,931,1188,1344
386: 1842,1577,1430,492,267,269,636,1783
387: 13,925,1295,689,511
388: 139,1768,262,1326,508,1349
389: 108,2017,1298,101,733,768,253,1416,709,119
390: 512,1969,515,947,413,599,1597,1168
391: 409,1850,1030,1141,1617,1553,490
392: 517,1289,1552,1994,144,1817,1422
393: 1268,669,113,55,1917,1606,1221,1453,401
394: 653,1145,1398,1952,1091,586
395: 1673,1309,1513,1313,1823,640,210,863
396: 1966,1244,1368,66,427,1814,755,869
397: 1610,1926,260,499,533,903
398: 225,1297,179,1987,1139,252,1574,180,151
399: 1964,985,994,1201,655,289,1495,185,1496
400: 300,997,1375,1916,541
401: 1221,695,1453,334,1960,393,1606
402: 1062,888,643,1120,358,1579,1215,1534,1871,1672
403: 1531,361,989,342,135,1025
404: 85,1147,185,998,769,1753,810,626
405: 162,339,206,905,1537,1709
406: 288,1197,954,726,932,1584,756,1688
407: 289,1242,1495,1201,612,655,758,1258
408: 9,1073,795,2016,1012
409: 391,1850,1030,1553,202,1500,1506,1818
410: 1315,1937,1650,1846,1870,1954,1424,466,625
411: 125,254,295,270,1732,314,1669
412: 744,203,1728
413: 1724,947,599,1547,1597,390,1969
414: 57,1784,793,1539,1167,1047,1301,49,157
415: 1238,154,957,347,270,314,1180
416: 308,469,1219,363,674,737
417: 1082,1273,767,1771,1312,906,1198,443,2005
418: 330,1704,850,1355,1649,1214,595,1383,297
1981: 1175,1568,807,1754,1585,665,1470,134,1946
2006: 159,82,1203,972,136,783,1602,1996
421: 584,1851,330,1704,1653,171,1143,1263
422: 911,463,1276,1300,440,1259
423: 1710,1023,1726,1601,1228,1220,1050
424: 75,1457,1282,517,720,1610,1926,116,1048,1339
425: 1611,804,310,1782,576,133,699
426: 1014,648,609,1292,1989,580,16
427: 299,830,930,66,396,1368,1814,869
428: 176,1508,1230,735,1942,567
429: 546,1316,76,526,1973,632
430: 1952,854,1546,1581,830,1398
431: 2020,1095,1633,2014,304,1518,190,1179
2013: 1270,1350,1945,234,1868,1254,1795,1708
433: 240,904,996,449,282,1977,364
434: 1167,1047,1256,990,1472,1301,473,380
435: 1549,203,1840,1456,1414,1855
436: 1734,1913,377,493,1419,496,296,1898,1051,1109
437: 695,1453,808,56,596,571
438: 1681,1028,1844,1436,841,1698
439: 1348,757,959,654,1635,212,1440
440: 1004,25,1058,105,1259,422,463
441: 588,1890,827,537,1792,1383,142,1649,1214
1995: 101,1954,768,1088,1008,866,355,1846
443: 301,1198,2005,1447,1082,417,906
444: 923,1481,454,164,717,975
445: 1938,1894,892,1342,1807
446: 61,1756,1867,1659,1978,1801,1370
447: 199,1351,1204,944,335,982,531,627
448: 1853,1137,509,1189,1670,1049
449: 19,282,482,1977,369,544,433,996
450: 291,89,741,45,1962,1684,1789,52,1886
451: 1885,1233,1965,1775,1467,217,840,318,223
452: 273,1070,1883,1744,349,1114,2008,813
453: 896,1387,821,1415,1474,1134,649,1749,2000
454: 444,1481,164
455: 937,938,1452,348,927,1378,727,107
456: 1434,1061,1982,970,350,135,1318,1025,942
457: 520,1612,1188,1207,573,1344,1177,555
458: 310,966,748,126,96,881
459: 489,983,1613,605,1131,1727,2002
460: 1063,1088,1593,236,1566,797,167,866
461: 563,237,591,1955,658,1267
462: 1839,849,945,1852,560,1785,344,1804
463: 422,911,1300,25,440,1058,1126
464: 1638,877,78,1161,543,887,110,497,1586
465: 963,340,1705,735,1866,1594,1303,483,1556
466: 1424,625,1315,1650,410,356,193
467: 1806,43,577,1691,1538,477,1533,219
468: 1720,1168,1603,512,156,1011,1100
469: 416,1219,1306,1747,1759,363
470: 322,1738,652,1099,1154,93,1717,921
1905: 1080,1714,530,1429,163,1628
472: 1687,891,83,606,603,950,1889,1928
473: 275,1399,1200,1243,780,1167,434,990,1472
2012: 288,1197,1182,1208,174,305,726
475: 70,1066,1172,1067,132,201,1077
476: 318,1386,760,749,150,823,1906
477: 577,1691,467,1004,536,105,1533
478: 319,1694,1079,238,47,1278
479: 604,1374,853,765,1500,202,1888,250
480: 1999,841,1522,336,1251,628,956,1918
481: 1268,113,1917,980
482: 19,449,282,524,369,1242,946
483: 1608,1594,1303,1491,465,340,1556
484: 1642,1492,1015,322,1738,679
485: 1142,1353,1283,347,1384,95,1180
486: 271,1036,384
487: 1441,544,1075,1429,369
488: 1779,690,223,1346,668,1467,840,220,1799
489: 983,459,1484,1131,2002,1615,1140,44,1825
490: 1614,1526,1617,1431,391,1850,187,1003
491: 574,986,537,1792,1159,1214
492: 1577,386,1430,267,745,522,1951
493: 210,863,592,1419,1936,496,436,1913
494: 564,1440,817,1626,1635,14,126,748
495: 29,1137,509,637,293,1101,1400
496: 1229,296,1319,268,1936,976,493,1419,436,1913
497: 770,110,1875,952,543,1638,464,879,1586
498: 608,858,1998,1447,1194,1108
499: 260,790,747,397,1377,1016,903,120,1489
500: 1760,1881,1988,1588,687,647,1745
501: 187,999,506,562,955,588,1890,142,99
502: 937,938,683,878,764,1087
503: 1480,1961,1314,513,1381,365
504: 1603,354,352,1950,1011,1209,1445
505: 1759,363,364,240,904,1587,589,875
506: 187,999,501,195,562,955,1271,1526
507: 1285,1437,897,233,607,1097,1155,1582
508: 1843,1632,262,1326,811,388,1768,1349,1772,1392,558
509: 1137,495,448,1670,1080,1400,163
510: 1885,1965,898,59,992,851,1386,760
511: 855,820,721,13,387,1295,359
512: 390,1969,1992,515,599,468,1168,1815,156
513: 1743,1314,1403,503,1961,1186
514: 1949,1286,594,762
515: 390,512,1969,1992,987,319,1815,169,156,1774
516: 362,1908,189,1984,1125,1709
517: 1289,392,1552,1457,424,1857,1422,783,720,116,1048
518: 1269,1692,1105,663,1762,1163,1450
519: 35,1034,650,1976,1479,1574,871,1307,1413
520: 457,1612,1975,1752,555,957,1096
521: 1438,995,256,1507,902,664
522: 1441,544,267,745,492,1951,327
1950: 1797,352,1358,1603,354,504,1445
524: 289,369,1242,998,153,19,482,946
525: 815,1719,1903,1536,1078,1213,279
526: 429,1316,732,632
527: 1089,1310,981,920,781,1893,11,1417,317
528: 1682,1731,137,1888,853,250,98,1666
529: 1060,1748,143,1170,960,838,1459
530: 1714,1905,660,1550,1628,700
531: 335,982,1052,1838,777,199,447
532: 303,1828,65,661,1005,1873
533: 1856,688,1580,168,12,1610,1926,1602,397,903
534: 80,961,1427,827,574,1792
535: 829,1953,581,1302,616,328,1211,1160
536: 1004,25,1542,577,1690,477,1098
537: 491,1792,441,1383,850,1649,1214
538: 979,1154,1274,1505,565,652,921,551
539: 1600,39,1322,779,585,1589,622
540: 1662,118,218,159,82,1794,1569
541: 129,400,997,731,1916,579,1934
542: 786,259,1012,1707,1788,79
543: 1323,1121,887,877,464,110,952,497
544: 1441,487,522,449,1977,1951,327
545: 278,343,1366,1078,279,815,1765,1406
546: 429,1316,76,359,721,1165
547: 770,110,1875,952,682,1121,1325,575,1461,1761
548: 826,1166,1674,1516,1107,128
549: 307,287,693,1964,994,185,769,1753,1147
550: 174,1215,1534,1871,288,1187,958
551: 1106,1652,824,979,1154,538,93,921
552: 323,1113,297,1164,99,1710,1829,299
553: 612,1010,655,1396,242,845,1049,1001
554: 298,1841,861,1397,891,1285,1437,1184,1333
555: 1024,1752,573,1344,261,520,457,1612
556: 1737,1647,1772,646,1332,738,707
557: 385,1983,931,1623,1269,148
558: 1687,891,311,1843,1246,508,1772,1392,83,606
559: 560,1785,344,1530,353,1042,1671
560: 1785,559,344,283,1852,462,945
561: 614,750,1226,1196,320,1169,1151
562: 141,955,1271,1636,876,1033,195,501,506
563: 461,237,1465,591,1786
564: 111,212,494,1440,817,1635,748
565: 258,1505,538,1274
566: 1102,1394,744,778,908,1347,326,639,1494,226
567: 667,51,1251,428,1942,1337,862
568: 1209,1864,1305,367,1385,158,256,1528,1770
1933: 859,1052,1838,1432,570,32
570: 671,629,1432,1868,1471,859,1933
571: 437,1453,669
2000: 1749,1046,1667,1134,1387,453,147,649
573: 1188,1148,1207,197,1344,255,457,555
574: 986,491,1792,80,1087,534
575: 953,1325,1461,1761,547
576: 59,992,117,1782,425,951,133,851
577: 1691,172,1690,477,467,1098,536
578: 41,1863,320,686,1968,1902,750
579: 803,1783,1934,731,636,541
580: 1035,1016,16,1354,426,648,1812,1323
581: 829,1302,535,616,1160,1123,608,1971
582: 650,1872,1976,138,325,1413,917
583: 1470,1520,1946,306,316,665,109,836
584: 1958,1851,421,330,1355,1164
585: 1322,779,2021,1390,1074,539,1600
586: 1814,755,1193,869,1398,1145,394
587: 963,340,1210,77,1230,735
588: 441,1890,955,501,595,1383,142,1649
589: 264,2009,875,1587,505,75,1282,1339
590: 1126,901,239,1300,704,859,315
591: 321,1465,266,684,1786,563,461,1267
592: 210,493,1419,1790,1261,1734,1913,377,1026
593: 221,1623,1443,1645,247,234,112,931,309
594: 1642,1492,337,1409,1286,1949,514,597
595: 1383,142,99,588,330,850,418,1355,1649,297
596: 613,6,808,437
597: 1949,1487,1642,594,322,1738,1717
598: 277,878,916,1973,1039,1224
599: 947,413,228,1688,390,512,1720,1168
600: 1771,1328,1312,1903,2020,1095,1536
601: 53,258,1713,746,641,1090,602
602: 140,1171,1505,1658,1713,746,53,258,601
603: 1640,1333,233,943,950,472,1063,1889,1928,1562
604: 479,1374,1500,1656,202
605: 32,335,982,1131,627,40,1613,1412,459
606: 1332,83,1593,1687,472,558,1063,1889
607: 307,1773,1408,507,897,1155,1582
608: 858,1998,498,581,616,328,1447,1971
609: 1426,674,832,1989,1504,1035,16,426
610: 1693,1879,1110,1423,698,1175,807
1949: 514,1487,597,1286,1642,594
612: 1201,1010,655,553,758,845,1554,407
613: 1136,6,798,808,743,596
614: 561,750,1226,1968,1334,1433
615: 1093,1788,244,712,338,1482,2
616: 581,1302,535,328,608,1998,1971
617: 207,948,1922,1244,755,357,1525,949,215
618: 673,17,857,1831
619: 946,706,1248,364,998,19,282,1759
620: 1618,833,265,1729,1373
621: 797,1008,167,912,866,236,871,1298,1413,917,101
622: 1644,71,190,1322,1589,539,39
623: 1906,951,133,699,749,1777,752,1780
624: 27,1234,1216,183
625: 1424,466,253,1954,733,410
626: 1747,818,1468,85,404,810,1306
627: 605,335,1131,1351,944,447,983,1787,1140
628: 956,722,1522,51,1251,940,480
629: 671,1432,570,1645,247,1708,69,1105,1711
630: 1765,60,1406,1454,1852,1839,1499,945
631: 1910,659,1578,383,266,684
632: 429,526,1973,916
633: 1338,33,1266,818,1697,852,848,1517,1178
634: 914,1803,1715,37
635: 742,1384,942,1434,1061,1947,1142
636: 267,269,700,773,731,1783,579,386
637: 70,1172,1778,29,1853,1137,495
1927: 1970,658,251,237,1241,794
639: 1347,1900,326,889,566,1494,226,182,262,811
640: 1861,1823,395,1936,976,863
641: 960,1090,838,53,1020,601
642: 814,1837,1798,1830,1990,965
643: 1062,402,888,1120,1898,1541,358,1751,1109
1982: 1434,456,970,106,1680,1006,1947
645: 1469,345,114,2018,1192,1363,981
646: 1647,1349,1772,556,1332,83,738
647: 687,1703,34,1051,1760,1881,500,1988,1588
648: 1014,426,580,16,822,1323,887
649: 696,147,1134,453,1749,2000,1046,1390,1667
650: 582,1872,1976,184,1479,1574,1084,1307,519
651: 1758,1176,1532,1563
652: 1967,679,1099,470,1505,1154,538,921
653: 1145,394,1935,360,1091,1698,1681,1436
654: 1899,346,439,959,1635,1440
